amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count,hour,is_deposit,is_withdraw,is_transfer,is_self_transfer,is_off_hours,channel_encoded,amount_std_dev,amount_z_score,tx_frequency_7d,tx_frequency_30d,day_of_week,is_weekend,time_since_last_tx,unique_recipients_24h,unique_recipients_7d,recipient_concentration,new_recipient_ratio_7d,amount_change_vs_avg_7d,frequency_change_vs_avg_7d
8614.84,4636.248333333334,9301.1,6.0,1.8581489559266489,0.9262173291331133,2.0,18206.59,0.47317152745242247,1.0,1.0,9301.1,0.0,0.0,11,1,0,0,0,0,3,3520.2914803602084,1.130188136085698,6.0,6.0,2,0,1.566388985,2.0,6.0,0.16666666666666666,0.0,3978.5916666666662,0.657142857142857
32877.91,3129.0275,5659.36,4.0,10.50738927670019,5.809474922959487,1.0,264.87,124.12847812134255,0.0,0.0,0,0.0,0.0,11,1,0,0,0,0,7,2398.036890936348,12.405514949515279,4.0,4.0,2,0,19.235555650555554,1.0,4.0,0.25,0.0,29748.882500000003,0.4380952380952381
326.43,4179.076666666667,23005.87,6.0,0.07811055552143496,0.014188987419297772,1.0,324.57,1.005730659025788,1.0,1.0,324.57,0.0,0.0,12,0,1,0,0,0,2,9223.738810698547,-0.4176881789191613,6.0,6.0,2,0,1.9361109072222222,1.0,6.0,0.16666666666666666,0.0,-3852.646666666667,0.657142857142857
2024.33,1511.106,2923.02,5.0,1.3396346781761173,0.6925474338184481,2.0,1697.02,1.1928733898245159,1.0,2.0,1697.02,0.0,0.0,12,0,1,0,0,0,5,919.4097405292158,0.5582103140484309,5.0,5.0,2,0,2.4330558894444443,2.0,4.0,0.4,0.0,513.2239999999999,0.5476190476190477
1046.75,5685.305714285714,8067.07,7.0,0.1841149891675633,0.12975590889876995,2.0,11196.71,0.09348728331804611,1.0,0.0,0,0.0,0.0,12,0,1,0,0,0,5,2403.7788217918965,-1.9296932281098573,7.0,7.0,2,0,20.16500087111111,2.0,6.0,0.2857142857142857,0.0,-4638.555714285714,0.7666666666666666
8559.7,6023.532,23292.16,5.0,1.4210433347079423,0.36749275292630657,0.0,0,8559.7,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,7,9796.639376228462,0.25888142888611476,5.0,5.0,2,0,26.46027808611111,0.0,5.0,0.2,0.0,2536.1680000000006,0.5476190476190477
97.88,11045.496000000001,40413.3,5.0,0.008861530527918347,0.0024219749438922334,1.0,164.46,0.5951599173051197,1.0,1.0,164.46,0.0,0.0,12,1,0,0,0,0,0,17501.317785304913,-0.6255309534001053,5.0,5.0,2,0,1.7858331333333333,1.0,5.0,0.2,0.0,-10947.616000000002,0.5476190476190477
1662.7,1598.53375,2729.11,8.0,1.0401406914305062,0.6092462377844792,1.0,2729.11,0.6092462377844792,0.0,1.0,2729.11,0.0,0.0,12,0,1,0,0,0,3,808.4286740326659,0.07937156617654466,8.0,8.0,2,0,5.5536107730555555,1.0,7.0,0.25,0.0,64.16624999999999,0.8761904761904762
11028.27,9321.983333333334,12824.38,3.0,1.1830390170904261,0.8599456659893111,1.0,10210.93,1.080045598197226,1.0,1.0,10210.93,0.0,0.0,12,1,0,0,0,0,5,4021.2501077442735,0.42431746868483416,3.0,3.0,2,0,3.3130556397222226,1.0,3.0,0.3333333333333333,0.0,1706.2866666666669,0.3285714285714285
2806.41,2432.984,3961.25,5.0,1.1534847742525227,0.7084657620700536,1.0,3961.25,0.7084657620700536,1.0,1.0,3961.25,0.0,0.0,12,0,1,0,0,0,4,1218.2582737991152,0.3065244932303871,5.0,5.0,2,0,5.5038897830555555,1.0,5.0,0.2,0.0,373.42599999999993,0.5476190476190477
1174.86,16847.366666666665,49696.52,6.0,0.06973552741180125,0.023640689529166228,0.0,0,1174.86,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,5,22875.493903405597,-0.6851221107113851,6.0,6.0,2,0,43.38888940611111,0.0,4.0,0.5,0.0,-15672.506666666664,0.657142857142857
5452.31,9748.555,12824.38,4.0,0.5592941723157945,0.4251519371696722,2.0,21239.2,0.2567097630795887,1.0,2.0,21239.2,0.0,1.0,12,0,0,1,0,0,6,3392.3671921781497,-1.266444567058053,4.0,4.0,2,0,0.05944452,2.0,4.0,0.25,0.0,-4296.245,0.4380952380952381
47945.53,51528.125,88257.73,8.0,0.9304730183758869,0.543244540733146,2.0,105242.98999999999,0.4555698198996437,1.0,1.0,42035.6,0.0,0.0,12,1,0,0,0,0,6,28983.910167460646,-0.12360633811313945,8.0,8.0,2,0,1.738333055,2.0,7.0,0.25,0.0,-3582.595000000001,0.8761904761904762
213.11,5686.192,27129.82,5.0,0.037478509343335575,0.007855194026351816,1.0,27129.82,0.007855194026351816,1.0,1.0,27129.82,0.0,0.0,12,1,0,0,0,0,2,11987.423938689662,-0.45656865294765403,5.0,5.0,2,0,4.2819443775,1.0,5.0,0.2,0.0,-5473.082,0.5476190476190477
1407.19,4684.074545454546,23450.65,11.0,0.3004200693956815,0.06000643905392814,4.0,18781.33,0.07492493875566852,1.0,1.0,2108.28,0.0,0.0,12,0,1,0,0,0,1,7301.240425607643,-0.44881203116685864,11.0,11.0,2,0,3.721667302777778,4.0,11.0,0.09090909090909091,0.0,-3276.884545454546,1.2047619047619047
375.81,2223.892,8793.83,5.0,0.1689875227753866,0.04273564533314836,1.0,750.43,0.500792878749517,1.0,1.0,750.43,0.0,0.0,12,1,0,0,0,0,4,3677.8276032625563,-0.5024928298326405,5.0,5.0,2,0,3.8080550930555557,1.0,5.0,0.2,0.0,-1848.0819999999999,0.5476190476190477
2190.37,7121.626666666667,33058.86,6.0,0.3075659680747095,0.06625667067769427,0.0,0,2190.37,1.0,0.0,0,0.0,0.0,12,0,1,0,0,0,5,12751.490978356478,-0.386720005922182,6.0,6.0,2,0,25.896110754166664,0.0,6.0,0.16666666666666666,0.0,-4931.256666666667,0.657142857142857
41023.49,412.97,439.36,2.0,99.33770007506597,93.37101693372178,2.0,825.94,49.668850037532984,1.0,1.0,386.58,0.0,0.0,12,1,0,0,0,0,6,37.321095911026,1088.138464551417,2.0,2.0,2,0,0.8219441380555556,2.0,2.0,0.5,0.0,40610.52,0.21904761904761905
8980.84,17842.48875,31096.52,8.0,0.5033400959829665,0.28880530683176125,3.0,63265.07,0.14195574271869138,0.0,2.0,53936.07,1.0,0.0,12,1,0,0,0,0,6,7241.672572490098,-1.2237019364371597,8.0,8.0,2,0,0.9927781038888889,3.0,8.0,0.125,0.0,-8861.64875,0.8761904761904762
134.89,6033.74,41474.93,7.0,0.02235595169828332,0.003252326164263568,2.0,259.74,0.5193270193270193,1.0,1.0,83.72,0.0,0.0,12,1,0,0,0,0,2,15628.131719346153,-0.3774507475322709,7.0,7.0,2,0,3.7797222044444445,2.0,7.0,0.14285714285714285,0.0,-5898.849999999999,0.7666666666666666
420.92,422.33000000000004,431.35,2.0,0.9966613785428455,0.9758200996870291,0.0,0,420.92,1.0,0.0,0,0.0,0.0,12,0,1,0,0,0,2,12.756206332605332,-0.1105344303185198,2.0,2.0,2,0,28.219721895833334,0.0,2.0,0.5,0.0,-1.410000000000025,0.21904761904761905
9883.13,5626.409000000001,20258.77,10.0,1.756560889903311,0.4878445236310002,3.0,20551.43,0.4808974363341139,1.0,1.0,86.8,0.0,0.0,12,1,0,0,0,0,0,7584.628861470708,0.5612299662576493,10.0,10.0,2,0,0.9736112727777778,3.0,10.0,0.1,0.0,4256.720999999999,1.0952380952380953
1345.45,1330.0,1330.0,1.0,1.0116165413533835,1.0116165413533835,1.0,1330.0,1.0116165413533835,1.0,0.0,0,0.0,0.0,12,0,0,1,0,0,1,0.0,0.0,1.0,1.0,2,0,23.267777813888888,1.0,1.0,1.0,0.0,15.450000000000045,0.10952380952380952
125.1,222.37800000000001,235.71,5.0,0.5625556484904082,0.5307369224894998,0.0,0,125.1,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,0,10.809577697579122,-8.999241480246363,5.0,5.0,2,0,26.619722439166665,0.0,5.0,0.2,0.0,-97.27800000000002,0.5476190476190477
186.05,4651.8550000000005,9099.69,2.0,0.03999479777422125,0.020445751448675723,0.0,0,186.05,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,2,6290.188580197736,-0.709963611275326,2.0,2.0,2,0,49.00222144833334,0.0,2.0,0.5,0.0,-4465.805,0.21904761904761905
85820.26,7640.973333333332,13055.97,3.0,11.231587424289751,6.573258057425071,1.0,4211.8,20.376147965240513,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,0,4744.729336920424,16.477080380186464,3.0,3.0,2,0,20.25666669888889,1.0,3.0,0.3333333333333333,0.0,78179.28666666667,0.3285714285714285
97.02,1993.116,9652.03,5.0,0.048677548120631214,0.01005177149262901,1.0,80.22,1.2094240837696335,1.0,1.0,80.22,0.0,0.0,12,0,1,0,0,0,3,4281.479768745849,-0.4428599695463266,5.0,5.0,2,0,3.4802775133333332,1.0,5.0,0.2,0.0,-1896.096,0.5476190476190477
683.63,2889.098571428571,8936.41,7.0,0.2366239791056924,0.07649939964706186,1.0,1895.85,0.3605928739088008,0.0,1.0,1895.85,0.0,0.0,12,1,0,0,0,0,4,2701.7733446289712,-0.816304067775694,7.0,7.0,2,0,4.603611373611111,1.0,6.0,0.2857142857142857,0.0,-2205.468571428571,0.7666666666666666
1516.59,7306.901666666666,36671.14,6.0,0.20755582450473195,0.04135649996155014,1.0,1883.36,0.8052576246708011,1.0,1.0,1883.36,0.0,0.0,12,0,1,0,0,0,6,14391.346133775556,-0.4023467723479445,6.0,6.0,2,0,4.577499981388889,1.0,6.0,0.16666666666666666,0.0,-5790.311666666666,0.657142857142857
1971.06,23361.704999999998,89350.42,4.0,0.08437141039149326,0.022059885113019054,0.0,0,1971.06,1.0,0.0,0,0.0,0.0,12,1,0,0,0,0,1,44004.17773407846,-0.4861048677983657,4.0,4.0,2,0,32.57166678583334,0.0,4.0,0.25,0.0,-21390.644999999997,0.4380952380952381
3045.47,3857.4483333333333,9058.35,6.0,0.7895037695471402,0.3362058211484431,3.0,10238.73,0.29744606997156875,0.0,1.0,2778.68,1.0,0.0,12,0,1,0,0,0,2,2943.5688482616924,-0.27584825604226737,6.0,6.0,2,0,5.451944421944445,3.0,6.0,0.16666666666666666,0.0,-811.9783333333335,0.657142857142857
2047.2,12833.477499999999,81476.7,8.0,0.1595202859084765,0.02512620172392844,2.0,4756.950000000001,0.4303597893608299,1.0,2.0,4756.950000000001,0.0,0.0,13,1,0,0,0,0,1,27843.913104531097,-0.3873836791368497,8.0,8.0,2,0,1.2461110747222224,2.0,8.0,0.125,0.0,-10786.277499999998,0.8761904761904762
156.01,169.49666666666667,229.32,3.0,0.9204310802572321,0.6803157160300017,1.0,229.32,0.6803157160300017,1.0,0.0,0,0.0,0.0,13,0,1,0,0,0,0,83.5480127431726,-0.16142414671339725,3.0,3.0,2,0,22.83750062722222,1.0,3.0,0.3333333333333333,0.0,-13.486666666666679,0.3285714285714285
86026.87,11635.002222222223,81476.7,9.0,7.393799189457251,1.0558462726153612,3.0,6804.150000000001,12.643294166060418,1.0,3.0,6804.150000000001,0.0,1.0,13,1,0,0,0,0,0,26292.587297070906,2.8293855959190943,9.0,9.0,2,0,0.06305607277777778,3.0,9.0,0.1111111111111111,0.0,74391.86777777778,0.9857142857142858
9536.64,9245.745,9482.27,4.0,1.0314625808953197,1.0057338590864844,1.0,9482.27,1.0057338590864844,1.0,1.0,9482.27,0.0,0.0,13,1,0,0,0,0,2,250.31053533561033,1.1621364622546695,4.0,4.0,2,0,5.013611217222222,1.0,4.0,0.25,0.0,290.8949999999986,0.4380952380952381
276.27,3050.71,9989.73,4.0,0.0905592468638448,0.0276554020979546,0.0,0,276.27,1.0,0.0,0,0.0,0.0,13,0,0,1,0,0,0,4631.031695788747,-0.5990976055126014,4.0,4.0,2,0,24.173610595,0.0,4.0,0.25,0.0,-2774.44,0.4380952380952381
659.55,3698.80625,25908.12,8.0,0.17831428721090756,0.0254572697671618,2.0,1142.4,0.5773371848739495,1.0,1.0,597.54,0.0,0.0,13,0,1,0,0,0,1,8974.521112250322,-0.3386538637533964,8.0,8.0,2,0,3.655555022777778,2.0,7.0,0.25,0.0,-3039.2562500000004,0.8761904761904762
967.33,550.9350000000001,752.94,2.0,1.755796963344133,1.2847371636518181,1.0,348.93,2.7722752414524403,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,1,285.6782106671771,1.4575665362351051,2.0,2.0,2,0,23.017499466666667,1.0,2.0,0.5,0.0,416.395,0.21904761904761905
29747.78,3163.2533333333336,9099.69,3.0,9.404172497513107,3.269098178069802,1.0,186.05,159.89131953775865,1.0,1.0,186.05,0.0,0.0,13,0,0,1,0,0,0,5141.112812731631,5.170967382943206,3.0,3.0,2,0,0.3850004127777778,1.0,3.0,0.3333333333333333,0.0,26584.526666666665,0.3285714285714285
18000.46,41097.7375,68193.02,4.0,0.43799150744003845,0.26396337924321284,1.0,58606.54,0.3071408071522393,1.0,1.0,58606.54,0.0,0.0,13,1,0,0,0,0,2,26589.296050870264,-0.8686682586786284,4.0,4.0,2,0,2.715833081388889,1.0,4.0,0.25,0.0,-23097.277500000004,0.4380952380952381
3329.41,2091.02,2498.04,2.0,1.5922420636818395,1.3328089221950008,0.0,0,3329.41,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,6,575.6132041570971,2.151427366600188,2.0,2.0,2,0,44.29472238111111,0.0,2.0,0.5,0.0,1238.3899999999999,0.21904761904761905
503.39,418.758,691.43,5.0,1.2021024075957951,0.728041884210983,1.0,691.43,0.728041884210983,1.0,1.0,691.43,0.0,0.0,13,1,0,0,0,0,4,194.77919978786235,0.43450224711968366,5.0,5.0,2,0,3.529444125833333,1.0,4.0,0.4,0.0,84.632,0.5476190476190477
2290.79,1853.3319999999999,2990.32,5.0,1.236038659020618,0.7660685144064848,1.0,2990.32,0.7660685144064848,0.0,0.0,0,1.0,0.0,13,0,0,1,0,0,5,1066.6608985614876,0.41011909275943415,5.0,5.0,2,0,20.00166662166667,1.0,5.0,0.2,0.0,437.4580000000001,0.5476190476190477
5467.37,21662.7575,70347.41,4.0,0.2523856900489238,0.0777195635205333,1.0,2296.14,2.3811135209525554,1.0,0.0,0,0.0,0.0,13,0,1,0,0,0,1,32556.461486554275,-0.4974553978075489,4.0,4.0,2,0,21.072222020277778,1.0,4.0,0.25,0.0,-16195.3875,0.4380952380952381
8110.9,4851.2414285714285,8827.94,7.0,1.6719225623838847,0.9187760678029075,0.0,0,8110.9,1.0,0.0,0,0.0,0.0,13,0,0,1,0,0,5,3437.007668628961,0.9484001450392064,7.0,7.0,2,0,29.265555630277778,0.0,7.0,0.14285714285714285,0.0,3259.658571428571,0.7666666666666666
2383.02,5707.5125,9657.28,4.0,0.4175233956999656,0.24675892176679146,1.0,1512.55,1.575498330633698,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,0,4528.62362172272,-0.7341066022915236,4.0,4.0,2,0,21.8636117625,1.0,4.0,0.25,0.0,-3324.4925,0.4380952380952381
16105.89,16215.3075,23955.36,4.0,0.9932522093706825,0.6723292824653856,0.0,0,16105.89,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,5,6385.559615713019,-0.017135146578344754,4.0,4.0,2,0,32.662500083333335,0.0,3.0,0.5,0.0,-109.41750000000138,0.4380952380952381
1730.14,10075.888333333334,48819.1,6.0,0.17171091448843304,0.03543981761236893,3.0,52382.77,0.03302879935520783,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,4,18993.579875704756,-0.439398385557039,6.0,6.0,2,0,21.63555645555556,3.0,6.0,0.16666666666666666,0.0,-8345.748333333335,0.657142857142857
17915.11,616.0366666666667,893.13,3.0,29.081239753045,20.058793232788062,0.0,0,17915.11,1.0,0.0,0,0.0,0.0,13,0,0,1,0,0,4,246.53151225215274,70.16982606118044,3.0,3.0,2,0,44.94916678055556,0.0,3.0,0.3333333333333333,0.0,17299.073333333334,0.3285714285714285
1700.31,2495.8219999999997,9989.73,5.0,0.6812625259333399,0.17020580135799465,1.0,276.27,6.1545227494842,1.0,1.0,276.27,0.0,0.0,13,0,1,0,0,0,0,4198.1358229897705,-0.18949172526615943,5.0,5.0,2,0,0.3861116475,1.0,5.0,0.2,0.0,-795.5119999999997,0.5476190476190477
542.92,3361.1111111111113,25908.12,9.0,0.16152991735537187,0.020955592300792185,3.0,1801.9499999999998,0.30129581841893505,1.0,2.0,1257.09,0.0,0.0,13,0,0,1,0,0,0,8455.803782397692,-0.3332848282238636,9.0,9.0,2,0,0.400833955,3.0,8.0,0.2222222222222222,0.0,-2818.1911111111112,0.9857142857142858
9502.85,11409.855714285715,17012.88,7.0,0.8328632927497893,0.5585679790840822,0.0,0,9502.85,1.0,0.0,0,0.0,0.0,13,0,1,0,0,0,7,4894.747814248987,-0.389602444631422,7.0,7.0,2,0,25.590277167777778,0.0,6.0,0.2857142857142857,0.0,-1907.005714285715,0.7666666666666666
1106.52,2681.102,4416.53,5.0,0.4127108927597682,0.2505405827652026,2.0,7351.43,0.15051765438832987,1.0,1.0,4416.53,0.0,0.0,13,0,0,1,0,0,4,1223.6169654634573,-1.2868258976808244,5.0,5.0,2,0,2.8786112547222222,2.0,5.0,0.2,0.0,-1574.5819999999999,0.5476190476190477
123556.64,69335.92875,154469.45,8.0,1.782000215869323,0.7998775162337924,1.0,110583.46,1.11731573600609,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,6,59277.03738997624,0.9147000868698733,8.0,8.0,2,0,21.445833319722222,1.0,8.0,0.125,0.0,54220.71124999999,0.8761904761904762
2726.73,2495.221666666667,3961.25,6.0,1.0927806681169943,0.6883508993373304,2.0,6767.66,0.4029058788414312,1.0,2.0,6767.66,0.0,0.0,13,0,1,0,0,0,1,1100.2562157318935,0.21041311107643526,6.0,6.0,2,0,1.4808336391666665,2.0,6.0,0.16666666666666666,0.0,231.5083333333332,0.657142857142857
1680.92,19074.189,86026.87,10.0,0.08812537193586581,0.019539476444975855,4.0,92831.01999999999,0.018107309388607388,1.0,4.0,92831.01999999999,0.0,0.0,13,0,0,1,0,0,4,34174.610729332206,-0.5089529515861109,10.0,10.0,2,0,0.6655555783333333,4.0,10.0,0.1,0.0,-17393.269,1.0952380952380953
428.04,405.746,576.24,5.0,1.054945704948416,0.7428154935443565,2.0,1077.6100000000001,0.3972123495513219,1.0,1.0,576.24,0.0,0.0,13,1,0,0,0,0,1,142.40346389747688,0.15655518054006443,5.0,5.0,2,0,2.4083335886111112,2.0,5.0,0.2,0.0,22.29400000000004,0.5476190476190477
7771.24,13206.89,39009.17,4.0,0.5884231639697158,0.199215722867213,1.0,5605.63,1.3863276741418895,1.0,0.0,0,0.0,0.0,13,0,1,0,0,0,2,17242.418866698103,-0.3152486923107047,4.0,4.0,2,0,21.954722081388887,1.0,4.0,0.25,0.0,-5435.65,0.4380952380952381
8582.37,9303.924,9536.64,5.0,0.9224462710572442,0.8999364556070064,2.0,19018.91,0.4512545671649953,1.0,2.0,19018.91,0.0,0.0,13,1,0,0,0,0,2,252.81515634945575,-2.854077304616288,5.0,5.0,2,0,0.6330548302777778,2.0,5.0,0.2,0.0,-721.5540000000001,0.5476190476190477
2820.77,8883.638571428572,48819.1,7.0,0.3175241740554506,0.057780049202054116,4.0,54112.909999999996,0.05212748676794503,1.0,1.0,1730.14,0.0,0.0,13,0,0,1,0,0,0,17623.28800788834,-0.3440259597820099,7.0,7.0,2,0,0.37972203805555554,4.0,7.0,0.14285714285714285,0.0,-6062.868571428571,0.7666666666666666
25224.29,75269.62,240206.63,14.0,0.3351191357150468,0.1050107984113511,3.0,123886.3,0.203608389305355,1.0,1.0,89956.94,0.0,0.0,13,0,0,1,0,0,6,74897.24193569522,-0.6681865540919062,14.0,14.0,2,0,7.986944231944444,3.0,10.0,0.21428571428571427,0.0,-50045.329999999994,1.5333333333333332
54487.34,36570.628333333334,59490.94,6.0,1.4899208048426111,0.9158930754834265,0.0,0,54487.34,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,5,21582.453169512883,0.8301517684734558,6.0,6.0,2,0,29.285555575833335,0.0,6.0,0.16666666666666666,0.0,17916.711666666662,0.657142857142857
106.04,1677.1000000000001,9652.03,6.0,0.06322819152107804,0.010986289930719238,2.0,177.24,0.5982848115549537,1.0,2.0,177.24,0.0,0.0,13,0,1,0,0,0,4,3906.923582779679,-0.40212201920832813,6.0,6.0,2,0,1.01861136,2.0,6.0,0.16666666666666666,0.0,-1571.0600000000002,0.657142857142857
9899.44,2207.69,8765.28,6.0,4.484071586137547,1.1293923297373272,2.0,2401.16,4.1227739925702585,1.0,1.0,1151.78,0.0,0.0,13,1,0,0,0,0,2,3233.2217502794333,2.3789738514951027,6.0,6.0,2,0,4.404166333055556,2.0,6.0,0.16666666666666666,0.0,7691.75,0.657142857142857
2642.52,1785.1799999999998,2515.72,5.0,1.480254092024334,1.0504030655239853,2.0,4082.03,0.647354380051102,1.0,1.0,2232.8,0.0,0.0,13,0,0,1,0,0,4,747.2500733690161,1.1473267525215993,5.0,5.0,2,0,5.924721994166666,2.0,5.0,0.2,0.0,857.3400000000001,0.5476190476190477
8830.21,7183.177142857143,47832.77,7.0,1.2292903021026906,0.18460586748373553,2.0,951.3299999999999,9.281963146331977,1.0,0.0,0,0.0,0.0,13,1,0,0,0,0,0,17925.17192461829,0.09188379693479169,7.0,7.0,2,0,23.06777785888889,2.0,7.0,0.14285714285714285,0.0,1647.0328571428563,0.7666666666666666
227735.25,124541.72666666667,187448.02,6.0,1.8285859373824858,1.2149248095552037,1.0,153224.35,1.4862862854370078,0.0,1.0,153224.35,0.0,0.0,13,0,0,1,0,0,3,56416.05679003688,1.829151649456603,6.0,6.0,2,0,9.025555420833333,1.0,4.0,0.3333333333333333,0.0,103193.52333333333,0.657142857142857
29522.8,3214.693333333333,9162.55,6.0,9.1837064810744,3.2221161139639074,2.0,9473.22,3.1164482615203704,1.0,1.0,310.67,0.0,0.0,14,1,0,0,0,0,2,4404.973884665682,5.9723638222348585,6.0,6.0,2,0,4.741944536388889,2.0,6.0,0.16666666666666666,0.0,26308.106666666667,0.657142857142857
36743.1,2170.49375,7267.82,8.0,16.92845233947345,5.055587507670801,2.0,1577.06,23.298479449101492,0.0,2.0,1577.06,0.0,0.0,14,0,1,0,0,0,5,2216.6399256077234,15.596852628431035,8.0,8.0,2,0,2.198332513888889,2.0,7.0,0.25,0.0,34572.60625,0.8761904761904762
31276.95,72427.49,136989.62,6.0,0.43183810456499316,0.22831620381164647,1.0,72318.71,0.43248766467211597,1.0,0.0,0,0.0,0.0,14,1,0,0,0,0,7,49997.1640168768,-0.8230574835426552,6.0,6.0,2,0,23.32972242388889,1.0,6.0,0.16666666666666666,0.0,-41150.54000000001,0.657142857142857
1045.45,5238.871428571429,31974.84,7.0,0.19955633846984494,0.03269601974552492,0.0,0,1045.45,1.0,0.0,0,0.0,0.0,14,0,0,1,0,0,0,11790.709778118291,-0.35565470675512356,7.0,7.0,2,0,28.890277081388888,0.0,7.0,0.14285714285714285,0.0,-4193.421428571429,0.7666666666666666
563.89,4940.805,17915.11,4.0,0.11412917530645308,0.03147566495544822,1.0,17915.11,0.03147566495544822,1.0,1.0,17915.11,0.0,0.0,14,0,1,0,0,0,2,8651.87858631677,-0.5058918657183001,4.0,4.0,2,0,0.7272218186111111,1.0,4.0,0.25,0.0,-4376.915,0.4380952380952381
12344.42,20460.204166666666,83183.73,12.0,0.6033380654192723,0.1483994526333455,1.0,83183.73,0.1483994526333455,1.0,1.0,83183.73,0.0,0.0,14,0,0,1,0,0,0,23505.368382779536,-0.34527364279099915,12.0,12.0,2,0,4.725000251388889,1.0,12.0,0.08333333333333333,0.0,-8115.784166666666,1.314285714285714
250.12,4774.011666666666,27129.82,6.0,0.05239199596984647,0.009219375580081254,2.0,27342.93,0.009147520035343689,1.0,2.0,27342.93,0.0,0.0,14,0,0,1,0,0,0,10952.219131838838,-0.41305708114581174,6.0,6.0,2,0,1.9719445313888888,2.0,6.0,0.16666666666666666,0.0,-4523.891666666666,0.657142857142857
3651.78,6384.746,19748.41,5.0,0.5719538412334649,0.18491514000367626,1.0,1742.89,2.0952441060537383,1.0,1.0,1742.89,0.0,0.0,14,0,0,1,0,0,0,7524.108523229181,-0.3632278816237849,5.0,5.0,2,0,3.661388870833333,1.0,5.0,0.2,0.0,-2732.966,0.5476190476190477
4336.47,6417.161428571429,33058.86,7.0,0.67576140140289,0.13117421471883786,1.0,2190.37,1.9797888028050057,1.0,1.0,2190.37,0.0,0.0,14,1,0,0,0,0,3,11788.737593329532,-0.17649823928125724,7.0,7.0,2,0,1.8244447827777779,1.0,7.0,0.14285714285714285,0.0,-2080.6914285714283,0.7666666666666666
9490.55,449.23125,932.14,8.0,21.126201705691667,10.181464157744545,1.0,560.85,16.921725951680482,1.0,0.0,0,0.0,0.0,14,1,0,0,0,0,3,331.87975522286035,27.242754665552493,8.0,8.0,2,0,23.663333669444444,1.0,8.0,0.125,0.0,9041.318749999999,0.8761904761904762
110.86,6013.3836363636365,20258.77,11.0,0.01843554422997671,0.005472197966609029,4.0,30434.56,0.0036425694999369135,0.0,2.0,9969.929999999998,0.0,0.0,14,0,0,1,0,0,0,7308.979308405891,-0.8075715345883219,11.0,11.0,2,0,1.7666663455555556,4.0,11.0,0.09090909090909091,0.0,-5902.523636363637,1.2047619047619047
540.18,432.8633333333333,691.43,6.0,1.247922746979416,0.7812504519618761,2.0,1194.82,0.45210157178487137,0.0,2.0,1194.82,0.0,0.0,14,0,1,0,0,0,0,177.6088733894415,0.6042303214848636,6.0,6.0,2,0,1.1941668113888888,2.0,5.0,0.3333333333333333,0.0,107.31666666666666,0.657142857142857
101.31,206.165,235.71,6.0,0.4914025174011108,0.42980781468753976,1.0,125.1,0.809832134292566,1.0,1.0,125.1,0.0,0.0,14,0,0,1,0,0,4,40.873534102154665,-2.5653519399114675,6.0,6.0,2,0,1.7641668008333333,1.0,6.0,0.16666666666666666,0.0,-104.85499999999999,0.657142857142857
9647.31,9183.665,9536.64,6.0,1.0504858354480482,1.0116047161264345,3.0,27601.28,0.34952400758225705,1.0,3.0,27601.28,0.0,0.0,14,1,0,0,0,0,2,371.3566548616029,1.2485167397169432,6.0,6.0,2,0,0.8241666480555556,3.0,6.0,0.16666666666666666,0.0,463.6449999999986,0.657142857142857
839.14,850.2357142857143,1669.55,7.0,0.9869498374400376,0.502614476954868,2.0,2122.0,0.39544769085768144,1.0,1.0,1669.55,0.0,0.0,14,1,0,0,0,0,3,490.23383029112216,-0.02263351405007109,7.0,7.0,2,0,12.945832909444444,2.0,6.0,0.2857142857142857,0.0,-11.09571428571428,0.7666666666666666
387.79,689.7333333333335,967.33,3.0,0.5622317803982214,0.40088697755678,1.0,967.33,0.40088697755678,1.0,1.0,967.33,0.0,0.0,14,0,0,1,0,0,1,314.00788530438746,-0.9615788248140358,3.0,3.0,2,0,1.5466672458333333,1.0,3.0,0.3333333333333333,0.0,-301.94333333333344,0.3285714285714285
416.32,12369.092,45443.82,5.0,0.033658089049705506,0.00916120167714774,2.0,15307.390000000001,0.027197321032520892,1.0,1.0,15037.78,0.0,0.0,14,0,0,1,0,0,0,19538.44719092257,-0.611756496470875,5.0,5.0,2,0,9.017500036666666,2.0,5.0,0.2,0.0,-11952.772,0.5476190476190477
2615.01,15195.255000000001,28354.63,2.0,0.1720938542985952,0.09222514982561932,1.0,28354.63,0.09222514982561932,1.0,0.0,0,0.0,0.0,14,1,0,0,0,0,6,18610.166597353447,-0.6759877690610807,2.0,2.0,2,0,22.071666065,1.0,2.0,0.5,0.0,-12580.245,0.21904761904761905
