transaction_id,sender_account,receiver_account,transaction_type,amount,timestamp,channel,description,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count
2140,ACC000043,ACC732556,withdraw,110.8,2026-08-10T13:07:01.488793+00:00,branch,Debit via branch,2076.082307692308,23473.73,39,0.05336975301483155,0.004720170164690486,32,69510.96,0.0015939932350236565,0.0,2,957.77,1,0
2141,ACC000043,ACC611945,deposit,31230.8,2026-08-22T13:32:40.488926+00:00,online,Credit received via online,2026.9502499999999,23473.73,40,15.40777826194797,1.330457494399058,12,6393.27,4.8849493295293325,1.0,1,585.83,0,0
2142,ACC000043,ACC611945,deposit,448.25,2026-08-30T15:44:01.488999+00:00,mobile,Credit received via mobile,2739.239268292683,31230.8,41,0.1636403234973285,0.014352818371607515,2,776.83,0.5770245742311703,1.0,2,776.83,0,0
2143,ACC000043,ACC350680,withdraw,454.33,2026-08-02T14:16:34.489062+00:00,card,Debit via card,2684.691904761905,31230.8,42,0.16922984689384415,0.014547497982760609,42,112757.06,0.004029282068901052,1.0,2,9125.18,2,0
2144,ACC000043,ACC335343,deposit,43955.12,2026-08-18T14:29:29.489148+00:00,online,Credit received via online,2632.823023255814,31230.8,43,16.695053033091458,1.4074285641097892,18,48877.96,0.8992830306338482,1.0,1,841.69,0,0
2145,ACC000043,ACC336766,deposit,230.86,2026-08-06T11:53:05.489217+00:00,online,Credit received via online,3571.9661363636365,43955.12,44,0.06463107184857639,0.005252175400726923,40,146797.48,0.0015726428001352612,1.0,1,408.68,1,0
2146,ACC000043,ACC611945,deposit,632.39,2026-08-09T15:21:58.489298+00:00,mobile,Cash deposit via mobile,3497.7193333333335,43955.12,45,0.18080067030344915,0.014387174918416784,37,145548.25,0.004344882195423167,1.0,1,292.32,0,0
2147,ACC000043,ACC732556,deposit,750.43,2026-08-05T08:37:19.489379+00:00,online,Funds transfer in via online,3435.4295652173914,43955.12,46,0.2184384763983695,0.01707264136692153,42,147660.73,0.005082123053299276,0.0,1,375.81,3,0
2148,ACC000043,ACC957345,withdraw,477.59,2026-08-27T15:03:29.489462+00:00,mobile,Funds transfer out via mobile,3378.301914893617,43955.12,47,0.14136983965065164,0.010865400890726722,7,3257.61,0.14660748217251296,1.0,1,373.08,0,1
2149,ACC000043,ACC611945,withdraw,784.77,2026-08-29T09:03:30.489526+00:00,mobile,Debit via mobile,3317.8704166666666,43955.12,48,0.23652822486913982,0.01785389278882642,6,2884.53,0.2720616530249295,1.0,1,427.63,0,0
2150,ACC000043,ACC320293,transfer,674.9,2026-08-28T16:36:50.489596+00:00,mobile,Payment via mobile,3266.174489795918,43955.12,49,0.2066331734904249,0.015354297747338647,7,3669.3,0.18393154007576376,1.0,2,1231.8200000000002,2,0
2151,ACC000044,ACC999962,deposit,9412.67,2026-08-08T11:37:00.489698+00:00,card,Funds transfer in via card,63.06116897602186,126.12233795204372,0,149.2625359288699,74.63126796443495,0,0,1.0,1.0,0,0,0,0
2152,ACC000044,ACC644633,withdraw,155.91,2026-08-20T17:46:38.489730+00:00,mobile,Funds transfer out via mobile,9412.67,9412.67,1,0.01656384426522974,0.01656384426522974,0,0,155.91,1.0,0,0,0,0
2153,ACC000044,ACC591139,deposit,203.63,2026-08-31T17:49:55.489765+00:00,mobile,Cash deposit via mobile,4784.29,9412.67,2,0.04256221926346438,0.021633606617463483,0,0,203.63,1.0,0,0,0,0
2154,ACC000044,ACC565608,transfer,169.83,2026-08-28T14:14:31.489810+00:00,card,Transfer via card,3257.4033333333336,9412.67,3,0.0521366200685413,0.018042702017599683,1,203.63,0.834012670038796,1.0,0,0,1,0
2155,ACC000044,ACC134059,withdraw,109.31,2026-08-08T11:22:07.489848+00:00,online,Debit via online,2485.51,9412.67,4,0.04397890171433629,0.01161307046778438,4,9942.04,0.010994725428584073,1.0,1,9412.67,1,0
2156,ACC000044,ACC926061,transfer,82.76,2026-08-26T10:14:12.489884+00:00,online,Wire transfer via online,2010.27,9412.67,5,0.04116859924288777,0.008792404280613259,2,373.46000000000004,0.22160338456595083,0.0,0,0,0,0
2157,ACC000044,ACC813085,deposit,165.55,2026-09-01T14:52:45.489920+00:00,mobile,Funds transfer in via mobile,1689.0183333333334,9412.67,6,0.09801551394251691,0.01758799575465835,1,203.63,0.8129941560673771,1.0,0,0,0,0
2158,ACC000044,ACC243172,transfer,98.35,2026-08-22T15:34:56.489955+00:00,card,Transfer via card,1471.3799999999999,9412.67,7,0.0668420122605989,0.010448682467355171,4,621.77,0.1581774611190633,1.0,0,0,1,0
2159,ACC000044,ACC657536,deposit,8880.46,2026-08-31T14:55:16.489990+00:00,card,Funds transfer in via card,1299.75125,9412.67,8,6.832430436208466,0.9434581261214936,2,369.18,24.054553334416813,0.0,1,203.63,0,0
2160,ACC000044,ACC128276,deposit,16516.63,2026-08-12T16:50:00.490024+00:00,mobile,Funds transfer in via mobile,2142.052222222222,9412.67,9,7.710657017906505,1.754723155066522,7,9756.49,1.6928864786413969,0.0,0,0,1,0
2161,ACC000044,ACC768510,deposit,8999.2,2026-08-08T12:08:23.490059+00:00,atm,Credit received via atm,3579.5099999999998,16516.63,10,2.5140871236565903,0.5448569108831524,10,35795.1,0.25140871236565904,1.0,2,9521.98,1,0
2162,ACC000044,ACC178811,transfer,304.73,2026-08-31T11:46:37.490101+00:00,online,Transfer via online,4072.209090909091,16516.63,11,0.0748316192015502,0.01844988959612221,3,9249.64,0.03294506597013506,0.0,2,9084.089999999998,0,0
2163,ACC000044,ACC793982,withdraw,176.02,2026-08-04T13:35:25.490154+00:00,card,Funds transfer out via card,3758.2525,16516.63,12,0.046835597129250894,0.010657137684866707,12,45099.03,0.003902966427437575,1.0,0,0,1,0
2164,ACC000044,ACC935928,deposit,166.72,2026-08-17T11:52:51.490214+00:00,mobile,Credit received via mobile,3482.696153846154,16516.63,13,0.047870957624563636,0.010094068826388917,8,10061.22,0.01657055506191098,0.0,0,0,0,0
2165,ACC000044,ACC668225,deposit,122.9,2026-08-14T14:19:19.490259+00:00,branch,Cash deposit via branch,3245.8407142857145,16516.63,14,0.037863842011435736,0.0074409852373032515,9,10227.939999999999,0.012016104904799992,1.0,0,0,1,0
2166,ACC000044,ACC752483,deposit,142.56,2026-08-30T08:11:33.490307+00:00,online,Credit received via online,3037.6446666666666,16516.63,15,0.046931098151265005,0.008631300695117586,4,9554.369999999999,0.014920921002640678,0.0,0,0,0,0
2167,ACC000044,ACC829993,deposit,152.23,2026-08-21T12:23:17.490349+00:00,card,Funds transfer in via card,2856.701875,16516.63,16,0.053288724781615504,0.009216771217857394,9,10203.779999999999,0.01491898100507851,1.0,0,0,1,0
2168,ACC000044,ACC389170,deposit,104.27,2026-08-22T08:49:06.490396+00:00,card,Cash deposit via card,2697.615294117647,16516.63,17,0.03865265748877113,0.006313031169191293,9,10200.099999999999,0.010222448799521574,0.0,1,98.35,1,0
2169,ACC000044,ACC700692,deposit,176.9,2026-08-31T15:34:58.490446+00:00,online,Credit received via online,2553.540555555556,16516.63,18,0.06927636203589221,0.010710417318787186,4,9554.369999999999,0.018515087860319416,1.0,3,9388.82,0,0
2170,ACC000044,ACC372226,withdraw,112.85,2026-08-10T16:13:25.490491+00:00,branch,Debit via branch,2428.454210526316,16516.63,19,0.04646988998633091,0.006832507599915963,15,27443.43,0.004112095317531372,0.0,0,0,1,0
2171,ACC000044,ACC582663,deposit,95.05,2026-08-17T09:17:47.490543+00:00,online,Cash deposit via online,2312.674,16516.63,20,0.04109961023473261,0.005754805913797185,13,10803.9,0.008797748961023335,0.0,1,166.72,0,0
2172,ACC000044,ACC237044,transfer,79.37,2026-08-13T15:42:08.490596+00:00,mobile,Transfer via mobile,2207.072857142857,16516.63,21,0.035961658330911465,0.004805459709395924,16,27538.48,0.0028821489058219628,1.0,0,0,1,0
2173,ACC000044,ACC713931,deposit,172.28,2026-08-10T10:36:28.490652+00:00,online,Cash deposit via online,2110.359090909091,16516.63,22,0.08163539595803386,0.010430699240704671,18,27730.7,0.006212609129953445,0.0,1,112.85,1,0
2174,ACC000044,ACC941033,transfer,41474.93,2026-08-03T13:58:20.490709+00:00,mobile,Payment via mobile,2026.0947826086956,16516.63,23,20.47037994273842,2.5111012355426015,23,46600.18,0.8900165192494964,0.0,0,0,1,0
2175,ACC000044,ACC660069,deposit,159.57,2026-09-01T15:21:53.490765+00:00,online,Funds transfer in via online,3669.79625,41474.93,24,0.043481978052596244,0.0038473844319930135,3,546.08,0.29220993261060646,1.0,1,165.55,0,0
2176,ACC000044,ACC752483,transfer,100.86,2026-08-19T10:24:08.490818+00:00,card,Transfer via card,3529.3872,41474.93,25,0.028577198897304323,0.002431830505801939,13,10796.75,0.009341700048625744,1.0,0,0,1,0
2177,ACC000044,ACC888000,deposit,105.21,2026-08-09T15:15:48.490878+00:00,mobile,Cash deposit via mobile,3397.5207692307695,41474.93,26,0.030966698114937654,0.002536713142131885,21,28163.41,0.003735698198478096,1.0,0,0,2,0
2178,ACC000044,ACC215676,deposit,134.89,2026-08-05T12:39:57.490940+00:00,atm,Funds transfer in via atm,3275.5833333333335,41474.93,27,0.04118045131910346,0.003252326164263568,26,46965.82,0.0028720886806618087,1.0,0,0,1,0
2179,ACC000044,ACC659877,withdraw,83.72,2026-08-05T08:53:10.491004+00:00,branch,Debit via branch,3163.4157142857143,41474.93,28,0.026465064209527586,0.002018568807711068,27,47100.71,0.0017774678980423014,1.0,1,134.89,1,0
2180,ACC000044,ACC730621,transfer,119.71,2026-08-14T14:03:40.491070+00:00,card,Payment via card,3057.2193103448276,41474.93,29,0.03915649740760592,0.0028863219298983747,18,11361.65,0.010536321749041733,1.0,1,122.9,0,0
2181,ACC000044,ACC232006,withdraw,136.24,2026-08-28T12:56:10.491133+00:00,card,Debit via card,2959.3023333333335,41474.93,30,0.04603787807193745,0.003284875947952173,8,10203.23,0.013352634410867932,0.0,1,169.83,0,0
2182,ACC000044,ACC128276,transfer,84.92,2026-08-19T17:14:03.491185+00:00,card,Transfer via card,2868.235806451613,41474.93,31,0.029607049674572356,0.002047501948767605,15,11033.849999999999,0.007696316335639873,1.0,1,100.86,1,0
2183,ACC000044,ACC169031,transfer,101.64,2026-08-29T09:48:29.491243+00:00,mobile,Payment via mobile,2781.2571875,41474.93,32,0.036544624659958745,0.0024506370474886878,9,10339.47,0.009830291107764712,1.0,0,0,0,0
2184,ACC000044,ACC327989,transfer,111.46,2026-08-04T08:40:04.491305+00:00,card,Wire transfer via card,2700.0566666666664,41474.93,33,0.04128061509820165,0.0026874065851346823,33,89101.87,0.0012509277302485346,1.0,1,176.02,1,0
2185,ACC000044,ACC535618,withdraw,169.71,2026-08-27T10:36:34.491379+00:00,card,Funds transfer out via card,2623.9214705882355,41474.93,34,0.06467800271551348,0.004091869473920752,10,10441.109999999999,0.016254018969247525,1.0,0,0,0,0
2186,ACC000044,ACC271469,deposit,8529.8,2026-08-21T11:55:38.491438+00:00,atm,Funds transfer in via atm,2553.801142857143,41474.93,35,3.340040795211261,0.2056615888200414,16,11204.339999999998,0.7612942841791663,0.0,1,152.23,1,0
2187,ACC000044,ACC983348,withdraw,207.27,2026-08-31T11:09:38.491501+00:00,branch,Cash withdrawal via branch,2719.801111111111,41474.93,36,0.07620777826483228,0.004997476788990362,6,9890.839999999998,0.020955752999745222,1.0,4,9565.72,0,0
2188,ACC000044,ACC128276,deposit,71.9,2026-08-16T15:15:53.491559+00:00,card,Cash deposit via card,2651.8948648648648,41474.93,37,0.027112688724054635,0.001733577368304178,22,20388.96,0.003526418218486868,0.0,0,0,1,0
2189,ACC000044,ACC481351,transfer,36739.83,2026-08-17T17:09:46.491627+00:00,card,Payment via card,2584.0002631578946,41474.93,38,14.21819901639655,0.8858322364859929,22,20388.96,1.801947230265791,0.0,2,261.77,1,0
2190,ACC000044,ACC322310,transfer,137.02,2026-08-02T11:43:36.491693+00:00,mobile,Wire transfer via mobile,3459.790769230769,41474.93,39,0.03960355094838995,0.003303682489638922,39,134931.84,0.001015475665343332,0.0,0,0,1,0
2191,ACC000044,ACC360172,transfer,140.29,2026-08-21T10:32:30.491771+00:00,mobile,Wire transfer via mobile,3376.7215000000006,41474.93,40,0.0415462157598724,0.003382525299017985,18,19941.41,0.007035109352849171,0.0,2,8682.029999999999,0,0
2192,ACC000044,ACC289570,withdraw,152.33,2026-09-01T15:14:17.491843+00:00,card,Funds transfer out via card,3297.7841463414634,41474.93,41,0.04619162238650269,0.0036728211476185738,4,705.65,0.2158718911641749,1.0,2,325.12,0,0
2193,ACC000044,ACC492490,transfer,194.58,2026-08-28T12:48:30.491904+00:00,card,Payment via card,3222.8923809523812,41474.93,42,0.06037433987867154,0.004691508822317482,12,10800.71,0.018015482315514447,0.0,2,306.07000000000005,1,0
2194,ACC000044,ACC238484,transfer,78.57,2026-08-21T08:20:58.491968+00:00,online,Transfer via online,3152.466511627907,41474.93,43,0.024923341678712112,0.001894397410676763,21,20428.609999999997,0.003846076654260863,1.0,3,8822.32,1,0
2195,ACC000044,ACC379731,transfer,159.03,2026-08-02T13:20:34.492037+00:00,card,Wire transfer via card,3082.6052272727275,41474.93,44,0.05158947976633991,0.003834364518517572,44,135634.63,0.0011724881765077253,0.0,1,137.02,1,0
2196,ACC000044,ACC489373,transfer,94.0,2026-08-04T12:21:25.492122+00:00,card,Transfer via card,3017.636888888889,41474.93,45,0.031150202446859444,0.0022664293827620685,43,135497.61000000002,0.0006937391737020305,0.0,2,287.48,0,0
2197,ACC000044,ACC868354,withdraw,189.8,2026-08-07T08:31:49.492216+00:00,branch,Funds transfer out via branch,2954.0795652173915,41474.93,46,0.06425013132171088,0.004576258477108943,38,93516.59,0.0020295864081442665,0.0,0,0,0,0
2198,ACC000044,ACC593298,transfer,183.88,2026-08-25T12:39:16.492301+00:00,card,Wire transfer via card,2895.2651063829785,41474.93,47,0.06351059168799889,0.004433521647896693,15,11247.759999999998,0.01634814398600255,1.0,0,0,0,0
2199,ACC000044,ACC639944,deposit,286.96,2026-08-21T15:07:57.492368+00:00,online,Cash deposit via online,2838.7779166666664,41474.93,48,0.10108575183540687,0.006918878464653225,23,20691.059999999998,0.013868791642380817,1.0,4,8900.89,1,0
2200,ACC000044,ACC662505,transfer,131.0,2026-08-06T14:07:47.492443+00:00,card,Wire transfer via card,2786.7,41474.93,49,0.04700900706929343,0.0031585345653386276,41,94177.23,0.0013909944049108262,1.0,0,0,1,0
2201,ACC000045,ACC736604,deposit,798.08,2026-09-01T08:29:27.492551+00:00,branch,Funds transfer in via branch,348.34989057627257,696.6997811525451,0,2.2910298570203147,1.1455149285101573,0,0,1.0,1.0,0,0,0,0
2202,ACC000045,ACC326253,transfer,416.61,2026-08-11T14:38:28.492581+00:00,mobile,Payment via mobile,798.08,798.08,1,0.52201533680834,0.52201533680834,1,798.08,0.52201533680834,1.0,0,0,1,0
2203,ACC000045,ACC990848,deposit,250.46,2026-08-31T17:02:06.492615+00:00,mobile,Cash deposit via mobile,607.345,798.08,2,0.4123850529764796,0.31382818765036086,1,798.08,0.31382818765036086,1.0,0,0,0,0
2204,ACC000045,ACC509719,withdraw,427.0,2026-08-06T16:33:32.492647+00:00,online,Funds transfer out via online,488.3833333333334,798.08,3,0.87431321025151,0.5350340817963111,3,1465.15,0.29143773675050333,1.0,0,0,1,0
2205,ACC000045,ACC470379,deposit,9302.95,2026-08-19T16:30:45.492679+00:00,card,Credit received via card,473.0375,798.08,4,19.66641122532569,11.656663492381716,2,1048.54,8.872289087683829,1.0,0,0,0,0
2206,ACC000045,ACC498661,deposit,779.89,2026-08-12T08:42:37.492710+00:00,card,Credit received via card,2239.02,9302.95,5,0.348317567507213,0.08383254774023292,4,10768.1,0.07242596186885338,0.0,0,0,1,0
2207,ACC000045,ACC404488,withdraw,603.34,2026-08-10T15:10:52.492748+00:00,online,Debit via online,1995.831666666667,9302.95,6,0.302300043674358,0.0648546966284888,5,11547.990000000002,0.05224632165424459,0.0,0,0,1,0
2208,ACC000045,ACC576786,withdraw,416.32,2026-08-19T12:01:29.492786+00:00,online,Funds transfer out via online,1796.9042857142856,9302.95,7,0.23168735436262208,0.0447513960625393,3,10351.490000000002,0.04021836469918823,1.0,1,9302.95,0,0
2209,ACC000045,ACC583866,transfer,1065.54,2026-08-29T12:22:18.492829+00:00,mobile,Payment via mobile,1624.3312500000002,9302.95,8,0.6559868869111518,0.11453786164603699,2,1048.54,1.016213020008774,1.0,0,0,0,0
2210,ACC000045,ACC442722,deposit,28179.6,2026-08-31T14:24:33.492868+00:00,online,Cash deposit via online,1562.2433333333333,9302.95,9,18.037907026860946,3.0291036714160557,2,1048.54,26.875083449367693,0.0,1,250.46,0,0
2211,ACC000045,ACC576786,deposit,718.29,2026-08-19T08:22:42.492902+00:00,online,Cash deposit via online,4223.979,28179.6,10,0.1700505613309157,0.02548971596474045,6,40012.95,0.017951438221875667,0.0,2,9719.27,1,0
2212,ACC000045,ACC462913,deposit,8524.37,2026-08-26T17:59:09.492940+00:00,atm,Cash deposit via atm,3905.28,28179.6,11,2.182780748115372,0.3025014549532286,4,30293.68,0.28139103601807375,0.0,0,0,0,0
2213,ACC000045,ACC820909,transfer,555.59,2026-08-17T15:50:15.492975+00:00,online,Transfer via online,4290.204166666666,28179.6,12,0.12950199534015963,0.019716035713778765,8,49255.61,0.011279730369799502,0.0,0,0,1,0
2214,ACC000045,ACC797079,deposit,9509.27,2026-08-21T12:35:30.493017+00:00,branch,Funds transfer in via branch,4002.9261538461537,28179.6,13,2.375579672101409,0.3374522704367699,5,38818.05,0.2449703166439324,1.0,0,0,0,0
2215,ACC000045,ACC453894,transfer,1232.54,2026-08-11T08:21:18.493056+00:00,card,Wire transfer via card,4396.236428571428,28179.6,14,0.28036253737165767,0.04373873298414456,13,61120.31,0.020165800860630453,0.0,1,416.61,1,0
2216,ACC000045,ACC510756,transfer,1001.3,2026-08-20T15:15:33.493104+00:00,mobile,Transfer via mobile,4185.323333333333,28179.6,15,0.23924077550360506,0.03553279677497197,7,57630.270000000004,0.017374549867630325,1.0,0,0,0,0
2217,ACC000045,ACC748503,deposit,759.21,2026-08-08T08:01:01.493148+00:00,branch,Cash deposit via branch,3986.321875,28179.6,16,0.1904537625928664,0.026941830260188225,15,63354.15,0.01198358749979283,1.0,0,0,1,0
2218,ACC000045,ACC442722,withdraw,599.65,2026-08-24T09:28:36.493198+00:00,mobile,Cash withdrawal via mobile,3796.4917647058824,28179.6,17,0.15794845272012736,0.02127957813453704,5,38818.05,0.015447710536721962,1.0,0,0,0,0
2219,ACC000045,ACC915780,transfer,255.15,2026-08-29T16:38:51.493241+00:00,mobile,Payment via mobile,3618.8894444444445,28179.6,18,0.07050505518804802,0.00905442234808159,4,30293.68,0.00842254886167676,0.0,1,1065.54,1,0
2220,ACC000045,ACC573545,deposit,777.23,2026-08-25T08:08:14.493285+00:00,atm,Cash deposit via atm,3441.8505263157895,28179.6,19,0.22581747640039415,0.02758129994747974,7,39672.85,0.019590979725429357,0.0,0,0,1,0
2221,ACC000045,ACC631461,deposit,6956.6,2026-08-21T16:36:47.493334+00:00,branch,Cash deposit via branch,3308.6195,28179.6,20,2.102568760173239,0.24686652755894337,9,49959.35,0.1392452063527648,1.0,1,9509.27,1,0
2222,ACC000045,ACC611491,transfer,881.48,2026-08-19T08:45:34.493381+00:00,online,Payment via online,3482.3328571428574,28179.6,21,0.25312916259338464,0.031280784681116836,14,68354.81,0.01289565430728284,1.0,3,10437.560000000001,1,0
2223,ACC000045,ACC741203,deposit,40984.58,2026-08-31T17:35:24.493435+00:00,branch,Credit received via branch,3364.1122727272727,28179.6,22,12.182881151815412,1.4544060242160997,3,29228.14,1.4022301795461498,1.0,2,28430.059999999998,0,0
2224,ACC000045,ACC977020,withdraw,727.13,2026-09-01T10:10:51.493480+00:00,mobile,Debit via mobile,4999.784782608695,40984.58,23,0.14543225991031788,0.017741550602690084,4,70212.72,0.01035610071793259,0.0,1,798.08,1,0
2225,ACC000045,ACC215214,transfer,686.16,2026-08-25T15:04:19.493527+00:00,online,Transfer via online,4821.757500000001,40984.58,24,0.14230495830617776,0.016741906346240464,9,81562.14,0.008412726787207888,0.0,1,777.23,1,0
2226,ACC000045,ACC802059,transfer,1026.42,2026-08-12T17:51:07.493583+00:00,card,Transfer via card,4656.3336,40984.58,25,0.22043523685674069,0.025044053153649496,20,112969.64,0.009085803938120012,1.0,1,779.89,1,0
2227,ACC000045,ACC943304,withdraw,763.98,2026-08-18T09:55:32.493643+00:00,branch,Cash withdrawal via branch,4516.721538461539,40984.58,26,0.16914480857286204,0.01864066924682405,19,112189.75,0.006809713008541333,1.0,0,0,0,0
2228,ACC000045,ACC321688,deposit,548.41,2026-08-02T17:09:56.493702+00:00,card,Cash deposit via card,4377.731111111111,40984.58,27,0.1252726551907406,0.013380886177191518,27,118198.74,0.00463972797002743,0.0,0,0,1,0
2229,ACC000045,ACC427208,transfer,832.05,2026-08-30T11:48:04.493766+00:00,card,Transfer via card,4240.969642857143,40984.58,28,0.19619334021911258,0.020301537797874223,7,72260.54,0.011514583201288005,0.0,0,0,0,0
2230,ACC000045,ACC534184,deposit,35083.24,2026-08-29T15:55:37.493821+00:00,online,Funds transfer in via online,4123.420689655172,40984.58,29,8.508285387425238,0.8560107240332827,8,73092.59,0.479983538687027,0.0,2,1320.69,1,0
2231,ACC000045,ACC209645,deposit,1075.62,2026-08-18T09:18:42.493870+00:00,online,Funds transfer in via online,5155.414666666667,40984.58,30,0.2086388912524592,0.026244504640525773,22,148869.02,0.007225277629959544,1.0,1,763.98,1,0
2232,ACC000045,ACC380734,deposit,584.14,2026-08-28T10:29:20.493932+00:00,online,Funds transfer in via online,5023.808387096774,40984.58,31,0.11627433910503315,0.014252677470404722,9,108175.83,0.00539991234640862,1.0,0,0,0,0
2233,ACC000045,ACC842411,withdraw,25239.99,2026-08-14T17:58:33.493989+00:00,online,Debit via online,4885.06875,40984.58,32,5.166762494386594,0.6158411285415148,24,150528.78,0.16767551029112174,1.0,0,0,1,0
2234,ACC000045,ACC895950,transfer,42505.51,2026-08-20T12:04:00.494052+00:00,online,Payment via online,5501.884545454545,40984.58,33,7.725627400726991,1.0371098105677794,18,146117.5,0.2908995158006399,0.0,1,1001.3,0,0
2235,ACC000045,ACC659746,deposit,8861.91,2026-08-21T15:59:25.494110+00:00,online,Credit received via online,6590.226470588235,42505.51,34,1.3447049262343478,0.20848849949100715,16,135813.25,0.06525070271125977,1.0,2,16465.870000000003,0,0
2236,ACC000045,ACC646364,deposit,771.55,2026-08-27T13:14:25.494168+00:00,atm,Credit received via atm,6655.131714285715,42505.51,35,0.11593309240504028,0.018151764324201732,11,117284.34,0.006578457106890826,1.0,0,0,0,0
2237,ACC000045,ACC781187,withdraw,806.72,2026-08-08T17:52:33.494236+00:00,branch,Cash withdrawal via branch,6491.698888888889,42505.51,36,0.12426947303128491,0.01897918646311972,34,232725.75,0.003466397680531699,0.0,1,759.21,1,0
2238,ACC000045,ACC428412,deposit,8607.65,2026-08-07T15:00:48.494314+00:00,online,Funds transfer in via online,6338.050810810811,42505.51,37,1.358091037281988,0.20250668678013742,36,233959.47,0.036791201484599016,0.0,0,0,1,0
2239,ACC000045,ACC895753,deposit,9896.43,2026-08-18T16:06:07.494396+00:00,branch,Cash deposit via branch,6397.777105263158,42505.51,38,1.5468544522844756,0.23282699113597272,26,202112.16,0.04896504000550981,0.0,2,1839.6,0,0
2240,ACC000045,ACC392884,deposit,679.83,2026-08-27T09:17:18.494464+00:00,card,Cash deposit via card,6487.486153846154,42505.51,39,0.10479097509856847,0.01599392643447873,12,118055.89,0.005758543686384475,1.0,1,771.55,0,0
2241,ACC000045,ACC127801,withdraw,778.5,2026-08-19T13:23:10.494529+00:00,mobile,Debit via mobile,6342.29475,42505.51,40,0.12274736994839289,0.018315272537607476,26,210848.82,0.003692218908315446,0.0,4,11319.04,1,0
2242,ACC000045,ACC464887,withdraw,947.5,2026-08-04T08:19:39.494603+00:00,mobile,Funds transfer out via mobile,6206.592439024391,42505.51,41,0.1526602575098256,0.02229122765495579,40,253921.88,0.0037314626057431523,0.0,0,0,1,0
2243,ACC000045,ACC828205,deposit,9990.68,2026-08-12T15:15:06.494682+00:00,atm,Funds transfer in via atm,6081.375952380952,42505.51,42,1.6428321613776395,0.23504435072064775,33,241068.81,0.04144327090675895,1.0,2,1806.31,0,0
2244,ACC000045,ACC793375,deposit,1217.41,2026-08-03T11:50:47.494754+00:00,mobile,Credit received via mobile,6172.290000000001,42505.51,43,0.19723797812481267,0.028641227925508952,43,265408.47000000003,0.004586929723832852,0.0,0,0,1,0
2245,ACC000045,ACC310510,deposit,944.25,2026-08-07T14:35:29.494836+00:00,online,Funds transfer in via online,6059.679090909091,42505.51,44,0.15582508344651314,0.022214766979622172,41,263912.56,0.0035778895858537387,1.0,1,8607.65,0,0
2246,ACC000045,ACC442722,transfer,665.04,2026-08-19T08:23:23.494926+00:00,mobile,Transfer via mobile,5946.002888888889,42505.51,45,0.11184656523506566,0.015645971545806648,29,213466.92,0.003115424160333601,0.0,5,12097.54,0,1
2247,ACC000045,ACC489015,deposit,9089.41,2026-08-20T10:21:01.495002+00:00,card,Funds transfer in via card,5831.1993478260865,42505.51,46,1.5587548045992627,0.21384074676436066,24,200131.12,0.04541727443488049,1.0,2,43506.810000000005,2,0
2248,ACC000045,ACC478136,deposit,9573.09,2026-08-15T17:28:00.495073+00:00,card,Cash deposit via card,5900.522978723405,42505.51,47,1.622413815609132,0.2252199773629348,33,249016.95,0.038443527639383586,0.0,0,0,1,0
2249,ACC000045,ACC442722,deposit,1150.03,2026-08-17T09:46:34.495151+00:00,card,Credit received via card,5977.034791666666,42505.51,48,0.19240811540923286,0.02705602167813067,32,223776.96,0.0051391796545989365,0.0,1,555.59,0,0
2250,ACC000045,ACC886270,withdraw,5318.96,2026-08-03T10:24:03.495231+00:00,branch,Funds transfer out via branch,5878.524489795918,42505.51,49,0.9048120849428758,0.12513577651462127,49,288047.7,0.01846555275393624,1.0,1,1217.41,4,0
2251,ACC000046,ACC639251,deposit,735.67,2026-08-05T17:29:12.495354+00:00,card,Cash deposit via card,478.04185393725277,956.0837078745055,0,1.5389238284072155,0.7694619142036078,0,0,1.0,1.0,0,0,0,0
2252,ACC000046,ACC493706,deposit,1225.5,2026-08-09T16:32:08.495390+00:00,atm,Credit received via atm,735.67,735.67,1,1.6658284285073472,1.6658284285073472,0,0,1225.5,1.0,0,0,0,0
2253,ACC000046,ACC376505,deposit,1049.3,2026-08-11T16:54:25.495423+00:00,online,Credit received via online,980.585,1225.5,2,1.070075516145974,0.8562219502243982,0,0,1049.3,1.0,0,0,0,0
2254,ACC000046,ACC919182,deposit,1094.58,2026-08-04T15:40:15.495461+00:00,mobile,Cash deposit via mobile,1003.4899999999999,1225.5,3,1.090773201526672,0.8931701346389228,3,3010.47,0.3635910671755573,1.0,0,0,1,0
2255,ACC000046,ACC516950,transfer,836.48,2026-08-04T10:01:26.495499+00:00,card,Transfer via card,1026.2625,1225.5,4,0.8150741160278194,0.682562219502244,4,4105.05,0.20376852900695486,1.0,1,1094.58,1,0
2256,ACC000046,ACC557558,deposit,360.81,2026-08-12T11:53:01.495536+00:00,online,Funds transfer in via online,988.3059999999999,1225.5,5,0.36507923659271524,0.2944186046511628,1,1049.3,0.3438578099685505,0.0,0,0,0,0
2257,ACC000046,ACC919517,deposit,43142.75,2026-08-13T17:04:26.495585+00:00,online,Cash deposit via online,883.7233333333334,1225.5,6,48.819294877356036,35.20420236638107,0,0,43142.75,0.0,0,0,0,0
