transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,same_day_count,same_day_total,is_new_recipient,same_recipient_count,rapid_transfer_count,new_recipient_ratio_7d,hour,day_of_week,is_weekend,is_deposit,is_withdraw,is_transfer,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,unique_recipients_24h,unique_recipients_7d,recipient_concentration,amount_std_dev,amount_z_score,amount_change_vs_avg_7d,is_off_hours,time_since_last_tx,threshold_proximity_10k,threshold_proximity_5k,near_threshold_count_7d,near_threshold_ratio_7d,amount_clustering_score,counterparty_diversity_7d,counterparty_diversity_30d,pass_through_ratio_7d,rapid_counterparty_switch_count,single_counterparty_dominance_7d,inbound_aggregation_7d,outbound_diversification_7d,many_to_one_ratio_7d,concentration_index_7d,inbound_to_outbound_time_avg_7d,same_day_pass_through_count_7d,funds_through_ratio_7d,velocity_score_7d,amount_deviation_from_baseline_30d,frequency_deviation_from_baseline_30d,counterparty_change_score_7d,rolling_behavioral_change_7d,concurrent_suspicious_indicators,typology_aggregation_score,severity_index
228,ACC000005,628.89,5060.841481481481,44961.33,27,0.12426589576085721,0.013987353132124871,13,62262.16,0.010100677522270347,0,0.0,1.0,0,0,0.0,15,5,1.0,1.0,0.0,0.0,15,27,0.1111111111111111,0,14,0.07555555555555556,12694.028691847132,-0.4266648094794267,-0.8959650081312576,0.0,92021.998971,9371.11,4371.11,0,0.0,12694.028691847132,14,24,0.6666666666666666,14,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.07555555555555556,83561.399575,2,0.820668304853802,2.5,-0.37354064468855136,29.0,0.041666666666666664,2.742154219145039,2,2.0,6.0
230,ACC000005,1050.15,4775.135517241379,44961.33,29,0.21992046010176428,0.023356737890093553,14,62891.05,0.016697924426448598,3,31476.46,0.0,0,0,0.0,8,6,1.0,1.0,0.0,0.0,13,28,-0.07142857142857142,1,13,0.07692307692307693,13515.477185953328,-0.41822092604247796,-0.8433221203189989,1.0,60306.00012,8949.85,3949.85,0,0.0,13515.477185953328,13,25,0.6923076923076923,12,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.07692307692307693,34350.66593833333,2,0.8270482979409557,2.6,-0.3236094088742944,29.0,0.08,3.243049550455788,2,2.0,6.0
224,ACC000005,1098.71,5783.040869565218,44961.33,23,0.18998828207876794,0.024436777114911858,11,60111.630000000005,0.01827782743538979,2,30377.75,1.0,0,0,0.0,11,6,1.0,0.0,0.0,1.0,14,29,-0.034482758620689655,2,14,0.07142857142857142,13104.943716451795,-0.3968081575886789,-0.8255699842216311,0.0,11501.999673,8901.29,3901.29,0,0.0,13104.943716451795,14,26,0.6428571428571429,13,0.07142857142857142,0.35714285714285715,0.6428571428571429,0.07142857142857142,0.07142857142857142,34350.66593833333,2,0.8092291922994935,2.8,-0.31245618343176346,29.0,0.07692307692307693,3.144541716407745,2,2.0,6.0
213,ACC000005,963.96,6939.285833333334,44961.33,12,0.13891343045267746,0.021439757231380835,6,33648.81,0.028647669858161407,1,29413.79,1.0,1,0,0.0,15,6,1.0,0.0,1.0,0.0,15,30,0.0,3,15,0.06666666666666667,12726.854738037044,-0.3919446008204671,-0.8380493069600358,0.0,12056.999465,9036.04,4036.04,0,0.0,12726.854738037044,15,27,0.6666666666666666,14,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.06666666666666667,37272.3994562,4,0.8317708977680283,2.5,-0.32066003254643693,29.0,0.07407407407407407,3.0538189639210924,2,2.0,6.0
212,ACC000005,29413.79,4896.149090909091,44961.33,11,6.007535606833126,0.6542019553247201,5,4235.02,6.945372158809167,0,0.0,0.0,1,0,0.0,16,6,1.0,0.0,1.0,0.0,16,31,0.03225806451612903,3,16,0.0625,12381.73979129055,1.9200348477459077,4.214824388573144,0.0,3784.999964,19413.79,24413.79,0,0.0,12381.73979129055,16,28,0.6875,15,0.0625,0.3125,0.6875,0.0625,0.0625,37272.3994562,4,0.8515480021936263,2.6666666666666665,2.6749866342734507,28.999999999999996,0.07142857142857142,2.97100835668149,3,2.0,7.0
216,ACC000005,1143.07,5836.395333333334,44961.33,15,0.1958520516030842,0.02542340273297075,6,5238.45,0.21820767593467533,0,0.0,0.0,0,0,0.0,15,2,0.0,1.0,0.0,0.0,10,32,-0.3103448275862069,0,10,0.10000000000000002,8493.830866324395,-0.33238771108491894,-0.7118055424241393,0.0,255291.000161,8856.93,3856.9300000000003,0,0.0,8493.830866324395,10,29,0.8,9,0.1,0.2,0.8,0.1,0.10000000000000002,41654.999733,2,22.622516437964553,1.6666666666666667,-0.34874334028329973,29.0,0.0,0.7198691922199009,3,2.0,7.0
239,ACC000005,9527.56,4638.836052631578,44961.33,38,2.0538686627209177,0.21190565314682638,12,32290.47,0.2950579536315204,0,0.0,0.0,0,0,0.0,9,3,0.0,1.0,0.0,0.0,10,33,-0.2857142857142857,1,10,0.10000000000000002,8523.695677598362,0.6661017960697225,1.4747481175538861,0.0,66722.001362,472.4400000000005,4527.5599999999995,0,0.0,8523.695677598362,10,30,0.7,9,0.1,0.3,0.7,0.1,0.10000000000000002,41654.999733,2,12.641959384999167,1.6666666666666667,0.4775842657562389,28.999999999999996,0.0,0.7071881597525433,2,2.0,6.0
218,ACC000005,803.14,5264.018235294117,44961.33,17,0.15257165991848545,0.017862905745893193,6,5238.45,0.15331634357491242,0,0.0,0.0,0,0,0.0,9,4,0.0,0.0,1.0,0.0,9,34,-0.35714285714285715,1,9,0.1111111111111111,8979.971100320981,-0.4834492173192875,-0.8438837593546505,0.0,85686.998729,9196.86,4196.86,1,0.1111111111111111,8979.971100320981,9,31,0.5555555555555556,8,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.1111111111111111,41654.999733,2,2.7491285192235906,1.5,-0.39463922513093863,29.0,0.0,0.7617690371287814,2,2.0,6.0
236,ACC000005,1044.41,4956.611714285715,44961.33,35,0.2107104732432138,0.023229072627522364,10,30102.99,0.034694560241358086,1,803.14,0.0,0,0,0.0,15,4,0.0,0.0,1.0,0.0,8,35,-0.36,1,8,0.125,9437.692496122183,-0.48044039916145387,-0.8127847486638253,0.0,21296.001062,8955.59,3955.59,1,0.125,9437.692496122183,8,32,0.5,7,0.125,0.5,0.5,0.125,0.125,41654.999733,2,2.6138026360218536,1.6,-0.3639213774323299,29.0,0.0,0.7837152393357257,2,2.0,6.0
214,ACC000005,1003.43,6479.6453846153845,44961.33,13,0.15485878322638502,0.022317622721569844,5,4235.02,0.2369363072665536,0,0.0,1.0,0,0,0.0,11,6,1.0,0.0,1.0,0.0,6,36,-0.42857142857142855,0,6,0.16666666666666666,10434.24086019265,-0.5890118647839219,-0.8596468243024454,0.0,160178.998763,8996.57,3996.57,1,0.16666666666666666,10434.24086019265,6,33,0.6666666666666666,5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0,3.019999756340535,1.0,-0.36233015554492964,29.0,0.0,0.8198601362996306,1,1.0,3.0
245,ACC000005,710.42,4341.283409090909,44961.33,44,0.16364285236765186,0.015800689170004534,12,32421.61,0.021911928494605912,1,1003.43,0.0,1,0,0.0,14,6,1.0,1.0,0.0,0.0,7,37,-0.36363636363636365,1,7,0.14285714285714285,9896.725869708795,-0.561894632231616,-0.8867195330410284,0.0,10212.00186,9289.58,4289.58,1,0.14285714285714285,9896.725869708795,7,34,0.7142857142857143,6,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0,3.114036378358167,1.1666666666666667,-0.3868478944773019,28.999999999999996,0.0,0.7776254285460038,2,1.0,4.0
211,ACC000005,780.98,5307.666,44961.33,10,0.14714188873226008,0.0173700377635626,4,3454.04,0.22610624080786557,1,668.36,0.0,1,0,0.0,11,0,0.0,1.0,0.0,0.0,6,38,-0.4782608695652174,2,6,0.16666666666666666,3203.382501548168,-0.4966703162145234,-0.6707511156173785,0.0,74651.998026,9219.02,4219.02,1,0.16666666666666666,3203.382501548168,6,35,0.5,5,0.16666666666666666,0.5,0.5,0.16666666666666666,0.16666666666666666,0.0,0,0.2505023701679546,1.5,-0.37364800115539054,29.000000000000004,0.0,0.24175317828519693,1,1.0,3.0
203,ACC000005,668.36,976.3399999999999,1320.87,2,0.6845566093778808,0.5059998334431095,0,0.0,668.36,0,0.0,1.0,0,0,0.0,12,0,0.0,0.0,0.0,1.0,7,39,-0.391304347826087,2,7,0.14285714285714285,3017.5603751131575,-0.4892547391799414,-0.6883689546599915,0.0,4342.999702,9331.64,4331.64,1,0.14285714285714285,3017.5603751131575,7,36,0.42857142857142855,6,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0,0.23441645843662615,1.75,-0.3799934606153089,29.0,0.0,0.2225369233297552,1,1.0,3.0
208,ACC000005,799.81,7212.7185714285715,44961.33,7,0.11088884060557312,0.017788842100533945,1,1135.8,0.7041820743088572,0,0.0,0.0,1,0,0.0,16,3,0.0,0.0,0.0,1.0,6,40,-0.25,0,6,0.16666666666666666,141.09299990510596,-0.25028409174859034,-0.04228517145172177,0.0,272796.000191,9200.19,4200.1900000000005,0,0.0,141.09299990510596,6,37,0.6666666666666666,5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,41668.998715,2,2.3597559340217247,1.0,-0.36058488418619494,29.0,0.0,0.016358887628675486,2,2.0,6.0
241,ACC000005,1265.43,4665.3417500000005,44961.33,40,0.27124057953525055,0.028144852476561524,6,26847.08,0.0471347349506911,1,1135.8,1.0,0,0,0.0,12,4,0.0,0.0,0.0,1.0,6,41,-0.2,1,5,0.2222222222222222,141.22420559954384,3.0509052243382455,0.5162688895057527,0.0,71958.001827,8734.57,3734.5699999999997,0,0.0,141.22420559954384,5,37,0.6666666666666666,5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,41668.998715,2,2.357523132627062,1.0,-0.30563738303739046,29.0,0.0,0.015691818681703266,1,1.0,3.0
207,ACC000005,1135.8,8225.538333333334,44961.33,6,0.13808214781484413,0.025261708227937205,0,0.0,1135.8,0,0.0,0.0,0,0,0.0,17,4,0.0,1.0,0.0,0.0,6,42,-0.2,1,6,0.16666666666666666,205.39890788008913,1.2872269026588612,0.3034123054148184,0.0,17365.998136,8864.2,3864.2,0,0.0,205.39890788008913,6,38,0.6666666666666666,5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,41668.998715,2,2.5057194582271687,1.2,-0.3157035279815933,29.000000000000004,0.07142857142857142,0.022793426243092288,2,2.0,6.0
225,ACC000005,1051.82,5587.860416666666,44961.33,24,0.1882330483529586,0.023393880919447888,3,24535.09,0.04287002819227482,1,22549.22,0.0,0,0,0.0,10,5,1.0,0.0,0.0,1.0,7,43,-0.125,2,7,0.14285714285714285,211.47461724466015,0.6745220186366715,0.15689407830955188,0.0,60729.0008,8948.18,3948.1800000000003,0,0.0,211.47461724466015,7,39,0.5714285714285714,6,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,41668.998715,2,1.4224383373934226,1.4,-0.3208570306984535,29.000000000000004,0.06666666666666667,0.023467656864399496,2,2.0,6.0
221,ACC000005,22549.22,4598.14,44961.33,20,4.903987264415611,0.501524754716998,2,1985.87,11.35483188728366,0,0.0,1.0,0,0,0.0,15,5,1.0,0.0,1.0,0.0,8,44,-0.058823529411764705,2,8,0.125,203.36376409881262,106.32284392363019,23.32477666682399,0.0,20053.999808,12549.220000000001,17549.22,0,0.0,203.36376409881262,8,39,0.625,7,0.125,0.375,0.625,0.125,0.125,48022.33274333333,3,1.8227961327649211,1.3333333333333333,2.064484563669787,29.0,0.0625,0.022567583271718285,3,2.0,7.0
210,ACC000005,850.07,5802.954444444445,44961.33,9,0.14648917342679277,0.01890669159475487,0,0.0,850.07,0,0.0,1.0,0,0,0.0,8,6,1.0,0.0,1.0,0.0,9,45,0.058823529411764705,2,9,0.1111111111111111,6797.9106364236995,-0.36473036746903015,-0.744683428515745,1.0,60340.999502,9149.93,4149.93,0,0.0,6797.9106364236995,9,40,0.6666666666666666,8,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.1111111111111111,48022.33274333333,3,10.405781820950061,1.5,-0.3721700503051416,29.0,0.0625,0.7223048036411865,2,2.0,6.0
242,ACC000005,1195.15,4582.417073170732,44961.33,41,0.26081213929596214,0.02658173145678742,1,460.36,2.5961204274915284,0,0.0,1.0,0,0,0.0,12,0,0.0,1.0,0.0,0.0,6,46,-0.14285714285714285,0,6,0.16666666666666666,8024.826939113011,-0.42537262081367294,-0.7406747757407651,0.0,102544.001825,8804.85,3804.85,0,0.0,8024.826939113011,6,41,0.8333333333333334,5,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,60729.0008,1,23.34596759992957,2.0,-0.3302504580733589,29.0,0.07692307692307693,2.801390592668795,2,1.0,4.0
247,ACC000005,971.19,4193.112608695652,44961.33,46,0.23161553018775408,0.021600562083016674,3,2316.69,0.4192144827318286,1,1195.15,1.0,0,0,0.0,15,0,0.0,0.0,0.0,1.0,7,47,-0.06666666666666667,1,7,0.14285714285714285,7524.956018821097,-0.4185875438028582,-0.7643339237987611,0.0,10786.000334,9028.81,4028.81,0,0.0,7524.956018821097,7,41,0.7142857142857143,6,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,60729.0008,1,11.375769536026086,2.3333333333333335,-0.3507806535499485,28.999999999999996,0.07142857142857142,2.6268904191100066,2,1.0,4.0
244,ACC000005,661.18,4426.867209302326,44961.33,43,0.1493561854782181,0.014705525837425182,2,1655.5100000000002,0.3993814594898248,0,0.0,1.0,0,0,0.0,9,1,0.0,1.0,0.0,0.0,8,48,0.0,2,8,0.125,7115.617664601293,-0.4309016299812399,-0.8226120772715185,0.0,62146.999788,9338.82,4338.82,0,0.0,7115.617664601293,8,42,0.75,7,0.125,0.25,0.75,0.125,0.125,35757.500567,2,11.792419399815527,2.0,-0.3808091535905736,28.999999999999996,0.06666666666666667,2.4839943014204415,3,2.0,7.0
232,ACC000005,460.36,5480.511612903226,44961.33,31,0.0839994570791778,0.01023902095422889,0,0.0,460.36,0,0.0,1.0,0,0,0.0,12,2,0.0,0.0,0.0,1.0,9,48,0.058823529411764705,0,9,0.1111111111111111,6777.517616728612,-0.4317613270052198,-0.8640654574016057,0.0,98788.999165,9539.64,4539.64,0,0.0,6777.517616728612,9,43,0.6666666666666666,8,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.1111111111111111,35757.500567,2,9.186612881124818,1.8,-0.4011932389427992,28.999999999999996,0.0625,2.365966797440887,2,2.0,6.0
257,ACC000006,80432.47,5726.696666666667,21748.4,6,14.04517729534595,3.6983166577771236,6,34360.18,2.3408628825576585,0,0.0,1.0,1,0,0.0,9,0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,70432.47,75432.47,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
264,ACC000006,62030.93,11357.385384615385,80432.47,13,5.461726259991719,0.7712175194918172,13,147646.01,0.42013278923013225,1,80432.47,1.0,1,0,0.0,17,0,0.0,0.0,1.0,0.0,1,1,0.0,1,1,1.0,0.0,0.0,-0.22878248050818284,0.0,29778.000291,52030.93,57030.93,0,0.0,0.0,1,1,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,29.0,0.0,0.0,0,1.0,2.0
260,ACC000006,2108.32,13104.08111111111,80432.47,9,0.16089033501268013,0.02621229958498104,8,37504.26,0.05621548058807186,0,0.0,1.0,1,0,0.0,16,1,0.0,1.0,0.0,0.0,2,2,0.0,1,2,0.5,9200.77,-7.512782082369192,-0.9704019418320775,0.0,80039.999812,7891.68,2891.68,0,0.0,9200.77,2,2,0.5,1,0.5,0.5,0.5,0.5,0.5,0.0,0,0.7712175194918172,2.0,-7.512782082369192,29.0,0.0,0.0,1,0.0,1.0
297,ACC000006,4134.24,11291.810217391305,80432.47,46,0.3661273011507551,0.051400137282865986,45,438990.8,0.009417600551082164,1,2108.32,1.0,3,0,0.0,17,1,0.0,0.0,0.0,1.0,3,3,0.0,2,3,0.3333333333333333,33439.84372771533,-1.317480239802046,-0.9142106077177473,0.0,3747.002079,5865.76,865.7600000000002,0,0.0,33439.84372771533,3,3,0.3333333333333333,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.751518491645161,3.0,-1.317480239802046,28.999999999999996,0.0,0.0,0,0.0,0.0
290,ACC000006,1126.84,11645.346923076924,80432.47,39,0.09676311126180405,0.014009764961836929,37,311705.13,0.003615083267959048,1,1806.47,0.0,1,0,0.0,10,2,0.0,1.0,0.0,0.0,4,4,0.0,2,4,0.25,34678.48693961935,-1.0395392988964038,-0.9696894462064601,0.0,61712.999502,8873.16,3873.16,0,0.0,34678.48693961935,4,4,0.5,3,0.25,0.5,0.5,0.25,0.25,58656.0021305,1,0.8016057273016165,2.0,-1.0395392988964038,29.0,0.0,0.0,0,0.0,0.0
288,ACC000006,1806.47,10797.794594594596,80432.47,37,0.16729990408451775,0.02245946195609808,35,257055.0,0.007027562194861022,0,0.0,1.0,1,0,0.0,12,2,0.0,1.0,0.0,0.0,5,5,0.0,3,5,0.20000000000000004,34205.41371708111,-0.8232641251737801,-0.9397171380365313,0.0,7440.999862,8193.53,3193.5299999999997,0,0.0,34205.41371708111,5,5,0.4,4,0.2,0.6,0.4,0.2,0.20000000000000004,58656.0021305,1,0.7908096596019272,2.5,-0.8232641251737801,29.0,0.0,0.0,0,0.0,0.0
278,ACC000006,1123.89,13052.615555555556,80432.47,27,0.08610458150831243,0.0139730882316557,24,207848.9,0.005407245359489514,1,3395.42,0.0,1,0,0.0,10,4,0.0,1.0,0.0,0.0,6,6,0.0,0,6,0.16666666666666666,32941.55732789886,-0.7330959318736922,-0.9555303847083938,0.0,164643.999387,8876.11,3876.1099999999997,0,0.0,32941.55732789886,6,6,0.3333333333333333,5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,58656.0021305,1,0.7740961297047877,1.5,-0.7330959318736922,28.999999999999996,0.0,0.0,1,1.0,3.0
252,ACC000006,3395.42,21748.4,21748.4,1,0.15612274925971564,0.15612274925971564,1,21748.4,0.15612274925971564,0,0.0,1.0,1,0,0.0,17,4,0.0,0.0,0.0,1.0,7,7,0.0,1,7,0.14285714285714285,31647.05834336375,-0.5822938856272187,-0.8444131425403872,0.0,24876.998914,6604.58,1604.58,0,0.0,31647.05834336375,7,7,0.2857142857142857,6,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,58656.0021305,1,0.7640497198607034,1.75,-0.5822938856272187,29.0,0.0,0.0,1,1.0,3.0
287,ACC000006,1530.47,11055.220277777778,80432.47,36,0.13843867074059255,0.01902801194592184,33,253416.21,0.006039353204753556,2,4519.31,1.0,1,0,0.0,17,4,0.0,1.0,0.0,0.0,8,8,0.0,2,8,0.125,30223.940852138952,-0.5952020812906961,-0.9215940616263287,0.0,879.001626,8469.53,3469.5299999999997,0,0.0,30223.940852138952,8,8,0.375,7,0.125,0.625,0.375,0.125,0.125,105734.39992780001,2,0.8032587130486515,2.0,-0.5952020812906961,29.0,0.0,0.0,2,2.0,6.0
255,ACC000006,1079.01,7924.325000000001,21748.4,4,0.1361642789764428,0.049613304886796265,3,28301.88,0.038125029150007,0,0.0,1.0,1,0,0.0,17,5,1.0,1.0,0.0,0.0,9,9,0.0,0,9,0.1111111111111111,29050.82172454454,-0.5659735105414935,-0.9384162058177153,0.0,86717.998463,8920.99,3920.99,0,0.0,29050.82172454454,9,9,0.3333333333333333,8,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,105734.39992780001,2,0.7893090381926564,1.8,-0.5659735105414935,29.0,0.0,0.0,2,2.0,6.0
267,ACC000006,46595.63,13285.42625,80432.47,16,3.507273995066586,0.579313677672711,12,64599.68,0.7212981550373004,0,0.0,0.0,1,0,0.0,8,6,1.0,0.0,0.0,1.0,10,10,0.0,1,10,0.10000000000000002,27997.95971478179,1.0971808057778474,1.9348239186143608,1.0,55197.000474,36595.63,41595.63,0,0.0,27997.95971478179,10,10,0.3,9,0.1,0.7,0.3,0.1,0.10000000000000002,105734.39992780001,2,0.7797619414607319,2.0,1.0971808057778474,29.0,0.0,0.0,2,2.0,6.0
291,ACC000006,1525.28,11382.38425,80432.47,40,0.13400355905222583,0.018963485766382654,32,301740.56,0.005054938586976839,1,46595.63,1.0,0,0,0.0,9,6,1.0,1.0,0.0,0.0,11,11,0.0,2,11,0.09090909090909091,28117.800276691527,-0.6097257322738772,-0.9183006499347572,0.0,3242.001353,8474.72,3474.7200000000003,0,0.0,28117.800276691527,11,11,0.36363636363636365,10,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.09090909090909091,103683.4284357143,3,1.3020907329845808,2.2,-0.6097257322738772,29.0,0.0,0.0,2,2.0,6.0
281,ACC000006,1374.02,11987.595666666666,80432.47,30,0.11462014887778303,0.017082901967327372,23,162862.2,0.008436702930452861,0,0.0,0.0,2,0,0.0,15,0,0.0,0.0,1.0,0.0,11,12,0.8333333333333334,0,11,0.09090909090909091,20471.564494491715,-0.4944431803084218,-0.8804788998588446,0.0,109093.999335,8625.98,3625.98,0,0.0,20471.564494491715,11,12,0.36363636363636365,10,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.09090909090909091,102036.499478,3,11.276996353497186,1.8333333333333333,-0.5804637264021355,28.999999999999996,0.0,0.0,2,2.0,6.0
295,ACC000006,1112.71,11739.363636363636,80432.47,44,0.09478452448251029,0.013834089640663776,33,313777.27,0.003546177834997417,2,3175.66,1.0,1,0,0.0,11,1,0.0,0.0,0.0,1.0,11,13,0.6923076923076923,1,11,0.09090909090909091,12877.52473534516,-0.37810611970534114,-0.8139834913864965,0.0,69726.000941,8887.29,3887.29,0,0.0,12877.52473534516,11,13,0.36363636363636365,10,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.09090909090909091,102036.499478,3,5.388136050670466,1.8333333333333333,-0.5604253658933519,29.0,0.0,0.0,2,2.0,6.0
294,ACC000006,1591.79,11975.353720930232,80432.47,43,0.13292216974083262,0.019790390622095776,32,312185.48,0.005098859818848718,1,1583.87,0.0,1,0,0.0,13,1,0.0,0.0,1.0,0.0,12,14,0.7142857142857143,2,12,0.08333333333333333,12402.517464975608,-0.3212440547857625,-0.7145296156312069,0.0,6583.999925,8408.21,3408.21,0,0.0,12402.517464975608,12,14,0.4166666666666667,11,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.08333333333333333,113005.57102057143,3,5.496163211097174,2.0,-0.5155978521200811,29.0,0.0,1.347986903810834,2,2.0,6.0
256,ACC000006,1583.87,6555.262000000001,21748.4,5,0.2416181077125521,0.07282696658144966,3,28301.88,0.05596342009788748,0,0.0,0.0,0,0,0.0,15,1,0.0,0.0,1.0,0.0,13,15,0.7333333333333333,3,13,0.07692307692307693,11963.15598748965,-0.30808554101189034,-0.6994294793201399,0.0,9315.998002,8416.130000000001,3416.13,0,0.0,11963.15598748965,13,15,0.46153846153846156,12,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.07692307692307693,0.07692307692307693,113005.57102057143,3,5.6507017284967,2.1666666666666665,-0.4940722152059394,29.0,0.0,1.300234218167572,2,2.0,6.0
259,ACC000006,1496.85,14554.985,80432.47,8,0.10284105411307534,0.01861002154975472,5,31532.980000000003,0.04746934796520975,1,3671.52,0.0,1,0,0.0,8,2,0.0,0.0,0.0,1.0,12,16,0.5,3,12,0.08333333333333333,12459.244087513229,-0.3068886020005056,-0.7186610155156049,1.0,58773.0001,8503.15,3503.15,0,0.0,12459.244087513229,12,16,0.5,11,0.08333333333333333,0.5,0.5,0.08333333333333333,0.08333333333333333,131215.33251083334,2,6.79366598469719,2.0,-0.4783063344714859,29.0,0.0,0.35927876868465203,2,2.0,6.0
261,ACC000006,1121.83,12004.505000000001,80432.47,10,0.09345075036413411,0.013947476684478296,6,33029.83,0.03396414695443482,2,5168.37,0.0,0,0,0.0,13,2,0.0,0.0,0.0,1.0,11,17,0.29411764705882354,2,11,0.09090909090909091,12954.8420482466,-0.3513520259875388,-0.8022698350588874,0.0,18668.000076,8878.17,3878.17,0,0.0,12954.8420482466,11,17,0.6363636363636364,10,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.09090909090909091,100202.24965025,2,10.867863425023533,2.2,-0.4765152072235242,29.0,0.0,0.3932674438944903,2,2.0,6.0
253,ACC000006,3671.52,12571.91,21748.4,2,0.2920415434090763,0.1688179360320759,1,21748.4,0.1688179360320759,0,0.0,1.0,0,0,0.0,14,2,0.0,0.0,1.0,0.0,12,18,0.3333333333333333,3,12,0.08333333333333333,12466.952367634107,-0.13016098766416326,-0.3065054933223697,0.0,3917.999736,6328.48,1328.48,0,0.0,12466.952367634107,12,18,0.6666666666666666,11,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.08333333333333333,100202.24965025,2,11.081193842526124,2.4,-0.3518733846355318,29.0,0.0,0.3784566783998277,2,2.0,6.0
273,ACC000006,1211.08,15614.240909090908,80432.47,22,0.077562528146654,0.015057103182334199,15,146287.65,0.008278757639486314,3,6290.2,0.0,1,0,0.0,16,2,0.0,1.0,0.0,0.0,13,19,0.3684210526315789,3,13,0.07692307692307693,11985.662760082201,-0.33025515587339754,-0.7657216740679522,0.0,9431.000797,8788.92,3788.92,0,0.0,11985.662760082201,13,19,0.6923076923076923,12,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.07692307692307693,100202.24965025,2,11.779380639517747,2.6,-0.4484249253800343,29.000000000000004,0.0,0.36384626994945696,2,2.0,6.0
282,ACC000006,29992.95,11645.222258064516,80432.47,31,2.5755583994310944,0.3728960455895486,21,159781.48,0.18771230558134772,2,2487.2,1.0,0,0,0.0,11,3,0.0,1.0,0.0,0.0,14,20,0.4,3,14,0.07142857142857142,11594.575817434426,2.165347064834759,5.1377081702012335,0.0,67215.000495,19992.95,24992.95,0,0.0,11594.575817434426,14,20,0.6428571428571429,13,0.07142857142857142,0.35714285714285715,0.6428571428571429,0.07142857142857142,0.07142857142857142,100202.24965025,2,9.574377910670153,2.3333333333333335,0.8434510835603676,29.0,0.0,0.3519741250245856,2,2.0,6.0
286,ACC000006,2512.47,11299.298857142858,80432.47,35,0.22235627464723093,0.031237011619809758,25,194255.05000000002,0.012933872246821895,3,32480.15,1.0,2,0,0.0,12,3,0.0,0.0,1.0,0.0,15,21,0.42857142857142855,4,15,0.06666666666666667,12833.244016896568,-0.31542697450494206,-0.6170261218994878,0.0,2918.000235,7487.530000000001,2487.53,0,0.0,12833.244016896568,15,21,0.6,14,0.06666666666666667,0.4,0.6,0.06666666666666667,0.06666666666666667,100202.24965025,2,1.6988230157519963,2.5,-0.42049409581896613,29.000000000000004,0.0,0.3895761177638022,2,2.0,6.0
