transaction_id,event_timestamp,event_sequence,sender_wallet,receiver_wallet,amount,transaction_type,channel,agent_id,partition
TXN035305,2024-02-02T06:33:00+00:00,18746,W0744,W1104,8732.700124795194,transfer,agent,A0019,train
TXN047728,2024-02-02T06:34:00+00:00,18747,W0026,W0628,1970.4717599941182,transfer,p2p,,train
TXN081721,2024-02-02T06:35:00+00:00,18748,W1669,W1707,365.0035230308491,transfer,p2p,,final_test
TXN068487,2024-02-02T06:38:00+00:00,18749,W1249,W1493,236.65588883683603,transfer,p2p,,validation
TXN090135,2024-02-02T06:40:00+00:00,18750,W1512,W1588,14261.264936886046,transfer,agent,A0142,final_test
TXN060196,2024-02-02T06:43:00+00:00,18751,W0319,W0125,392.54892672651096,transfer,agent,A0046,train
TXN001035,2024-02-02T06:45:00+00:00,18752,W0789,W0883,1829.710762693343,transfer,agent,A0017,train
TXN042469,2024-02-02T06:45:00+00:00,18753,W0233,W0117,1796.5544683621697,transfer,agent,A0026,train
TXN031215,2024-02-02T06:49:00+00:00,18754,W0321,W0382,3804.390031680806,transfer,p2p,,train
TXN075741,2024-02-02T06:51:00+00:00,18755,W1476,W1272,9816.69194836021,transfer,agent,A0113,validation
TXN016129,2024-02-02T06:57:00+00:00,18756,W0945,W0222,18131.387618542532,transfer,agent,A0092,train
TXN029335,2024-02-02T06:58:00+00:00,18757,W0392,W1112,17306.18482743661,transfer,agent,A0070,train
TXN039238,2024-02-02T07:00:00+00:00,18758,W0104,W0914,248.27617847723337,transfer,agent,A0075,train
TXN077991,2024-02-02T07:07:00+00:00,18759,W1449,W1491,19491.2029803591,transfer,p2p,,validation
TXN092173,2024-02-02T07:09:00+00:00,18760,W1869,W1972,7813.870534389419,transfer,agent,A0158,independent
TXN039771,2024-02-02T07:15:00+00:00,18761,W0718,W1099,87.10903521302923,transfer,p2p,,train
TXN011936,2024-02-02T07:20:00+00:00,18762,W1829,W1830,2473.145984842583,transfer,agent,A0156,independent
TXN022572,2024-02-02T07:21:00+00:00,18763,W0289,W0320,6110.766429632813,transfer,p2p,,train
TXN028956,2024-02-02T07:25:00+00:00,18764,W0354,W0305,8425.062083816681,transfer,agent,A0052,train
TXN034746,2024-02-02T07:27:00+00:00,18765,W0917,W0759,266.93818899024114,transfer,agent,A0008,train
TXN032907,2024-02-02T07:33:00+00:00,18766,W0661,W1029,3773.904053086639,transfer,p2p,,train
TXN037161,2024-02-02T07:34:00+00:00,18767,W0187,W0067,1364.1800879759364,transfer,agent,A0084,train
TXN094756,2024-02-02T07:36:00+00:00,18768,W1998,W1929,1709.4051208085737,transfer,agent,A0158,independent
TXN070688,2024-02-02T07:41:00+00:00,18769,W1243,W1394,9678.964798313473,transfer,agent,A0118,validation
TXN098772,2024-02-02T07:41:00+00:00,18770,W1970,W1971,17606.719571200105,transfer,agent,A0149,independent
TXN089401,2024-02-02T07:43:00+00:00,18771,W1642,W1622,9957.568386648201,transfer,agent,A0129,final_test
TXN018782,2024-02-02T07:45:00+00:00,18772,W0341,W0674,857.5617731545792,transfer,p2p,,train
TXN087918,2024-02-02T07:45:00+00:00,18773,W1530,W1783,6456.935240531945,transfer,agent,A0135,final_test
TXN055025,2024-02-02T07:45:00+00:00,18774,W0405,W0210,8595.03852703435,transfer,p2p,,train
TXN089973,2024-02-02T07:46:00+00:00,18775,W1767,W1662,6422.097872331137,transfer,agent,A0125,final_test
TXN099549,2024-02-02T07:47:00+00:00,18776,W1836,W1872,12614.369908738487,transfer,p2p,,independent
TXN008972,2024-02-02T07:48:00+00:00,18777,W1291,W1307,685.9065865867592,transfer,agent,A0114,validation
TXN071929,2024-02-02T07:49:00+00:00,18778,W1444,W1492,1293.245078284129,transfer,p2p,,validation
TXN080205,2024-02-02T07:51:00+00:00,18779,W1561,W1648,3307.1175921286326,transfer,p2p,,final_test
TXN037251,2024-02-02T07:52:00+00:00,18780,W0822,W0484,1387.6145851147476,transfer,p2p,,train
TXN044439,2024-02-02T07:52:00+00:00,18781,W1117,W1138,3579.096493694341,transfer,agent,A0010,train
TXN013482,2024-02-02T08:01:00+00:00,18782,W0026,W1077,1429.3815572854642,transfer,agent,A0016,train
TXN050562,2024-02-02T08:01:00+00:00,18783,W0945,W0001,17706.53929784321,transfer,agent,A0048,train
TXN078767,2024-02-02T08:04:00+00:00,18784,W1701,W1522,14074.298049349005,transfer,p2p,,final_test
TXN035176,2024-02-02T08:06:00+00:00,18785,W0658,W0491,184.4594097563132,transfer,agent,A0047,train
TXN005491,2024-02-02T08:08:00+00:00,18786,W0965,W0108,120.02629619339841,transfer,agent,A0039,train
TXN065229,2024-02-02T08:09:00+00:00,18787,W1248,W1431,8877.595587346583,transfer,agent,A0119,validation
TXN098496,2024-02-02T08:09:00+00:00,18788,W1955,W1878,6986.782392857637,transfer,agent,A0155,independent
TXN007754,2024-02-02T08:11:00+00:00,18789,W1429,W1333,9612.72853199721,transfer,agent,A0109,validation
TXN030770,2024-02-02T08:11:00+00:00,18790,W0001,W0084,427.8870031776843,transfer,agent,A0005,train
TXN097604,2024-02-02T08:12:00+00:00,18791,W1814,W1931,10009.4957956351,transfer,agent,A0156,independent
TXN011299,2024-02-02T08:17:00+00:00,18792,W1923,W1979,187.26967300732025,transfer,p2p,,independent
TXN047892,2024-02-02T08:18:00+00:00,18793,W0006,W0810,195.6464441601136,transfer,agent,A0068,train
TXN054618,2024-02-02T08:22:00+00:00,18794,W0422,W0546,75.96863132540719,transfer,agent,A0082,train
TXN007347,2024-02-02T08:27:00+00:00,18795,W1445,W1358,711.9591854986818,transfer,p2p,,validation
TXN034648,2024-02-02T08:29:00+00:00,18796,W0127,W0515,1550.1060360028948,transfer,p2p,,train
TXN065904,2024-02-02T08:30:00+00:00,18797,W1351,W1408,97.6266663979767,transfer,agent,A0109,validation
TXN007348,2024-02-02T08:31:00+00:00,18798,W1398,W1220,816.6166583804505,transfer,agent,A0118,validation
TXN053732,2024-02-02T08:31:00+00:00,18799,W0870,W1170,1379.5414032530673,transfer,agent,A0042,train
TXN088355,2024-02-02T08:32:00+00:00,18800,W1712,W1677,9109.672076820798,transfer,agent,A0133,final_test
TXN021241,2024-02-02T08:35:00+00:00,18801,W1098,W0662,5577.453516628997,transfer,agent,A0033,train
TXN075171,2024-02-02T08:40:00+00:00,18802,W1379,W1331,10272.555933378762,transfer,agent,A0119,validation
TXN025351,2024-02-02T08:42:00+00:00,18803,W0098,W0291,173.34733061140437,transfer,p2p,,train
TXN035979,2024-02-02T08:43:00+00:00,18804,W0921,W0035,8526.31585599255,transfer,agent,A0011,train
TXN087180,2024-02-02T08:46:00+00:00,18805,W1733,W1628,218.02076529188835,transfer,agent,A0140,final_test
TXN005834,2024-02-02T08:48:00+00:00,18806,W0214,W0560,2653.9663854661453,transfer,agent,A0066,train
TXN098237,2024-02-02T08:48:00+00:00,18807,W1920,W1967,675.9442495717201,transfer,agent,A0148,independent
TXN046944,2024-02-02T08:56:00+00:00,18808,W1004,W0872,944.7015622791264,transfer,p2p,,train
TXN097223,2024-02-02T08:59:00+00:00,18809,W1814,W1872,5299.837470984188,transfer,agent,A0150,independent
TXN030990,2024-02-02T08:59:00+00:00,18810,W1054,W1015,3270.2812534055897,transfer,agent,A0059,train
TXN014622,2024-02-02T09:00:00+00:00,18811,W0461,W0666,103.3007994561003,transfer,agent,A0043,train
TXN007349,2024-02-02T09:03:00+00:00,18812,W1445,W1330,805.2539075388753,transfer,agent,A0108,validation
TXN092573,2024-02-02T09:03:00+00:00,18813,W1969,W1975,17.829573395326747,transfer,agent,A0155,independent
TXN061034,2024-02-02T09:04:00+00:00,18814,W0101,W0963,8764.550712463486,transfer,agent,A0007,train
TXN072942,2024-02-02T09:08:00+00:00,18815,W1488,W1438,485.92570022822605,transfer,p2p,,validation
TXN074118,2024-02-02T09:12:00+00:00,18816,W1250,W1203,87.98360208927689,transfer,agent,A0096,validation
TXN068667,2024-02-02T09:14:00+00:00,18817,W1416,W1277,11053.033783649325,transfer,agent,A0114,validation
TXN064070,2024-02-02T09:15:00+00:00,18818,W1084,W0664,219.00383887226744,transfer,p2p,,train
TXN064201,2024-02-02T09:17:00+00:00,18819,W0906,W0366,446.8088879413371,transfer,p2p,,train
TXN080562,2024-02-02T09:28:00+00:00,18820,W1536,W1676,13263.79994450589,transfer,agent,A0127,final_test
TXN088262,2024-02-02T09:28:00+00:00,18821,W1553,W1720,8646.487169331862,transfer,agent,A0132,final_test
TXN077391,2024-02-02T09:31:00+00:00,18822,W1249,W1403,32.8829685681025,transfer,p2p,,validation
TXN046248,2024-02-02T09:33:00+00:00,18823,W0329,W0074,209.0926860911388,transfer,agent,A0010,train
TXN008070,2024-02-02T09:34:00+00:00,18824,W1332,W1206,1157.3270625853654,transfer,agent,A0100,validation
TXN060104,2024-02-02T09:36:00+00:00,18825,W0538,W0569,393.93134481514073,transfer,p2p,,train
TXN014391,2024-02-02T09:41:00+00:00,18826,W0887,W1035,18839.743673572997,transfer,p2p,,train
TXN040493,2024-02-02T09:42:00+00:00,18827,W0551,W0658,910.225876336972,transfer,agent,A0060,train
TXN085361,2024-02-02T09:43:00+00:00,18828,W1764,W1650,8754.93066379489,transfer,agent,A0121,final_test
TXN005896,2024-02-02T09:48:00+00:00,18829,W0110,W0494,1158.428764480133,transfer,agent,A0047,train
TXN015045,2024-02-02T09:50:00+00:00,18830,W0245,W0247,895.9049422155317,transfer,p2p,,train
TXN076129,2024-02-02T09:50:00+00:00,18831,W1212,W1232,279.4367551927114,transfer,p2p,,validation
TXN009681,2024-02-02T09:51:00+00:00,18832,W1757,W1749,131.75342165551888,transfer,agent,A0141,final_test
TXN026470,2024-02-02T09:54:00+00:00,18833,W0570,W0862,552.2728448385466,transfer,p2p,,train
TXN024359,2024-02-02T09:55:00+00:00,18834,W0855,W0028,11158.018868800855,transfer,agent,A0056,train
TXN097283,2024-02-02T10:00:00+00:00,18835,W1972,W1836,978.0903326512432,transfer,agent,A0159,independent
TXN096579,2024-02-02T10:03:00+00:00,18836,W1871,W1970,1561.09270798071,transfer,p2p,,independent
TXN020561,2024-02-02T10:05:00+00:00,18837,W0436,W0978,11543.46234947597,transfer,p2p,,train
TXN073870,2024-02-02T10:05:00+00:00,18838,W1437,W1474,1459.087727938781,transfer,agent,A0107,validation
TXN007184,2024-02-02T10:06:00+00:00,18839,W0747,W1015,1083.8785366656025,transfer,agent,A0028,train
TXN072579,2024-02-02T10:07:00+00:00,18840,W1379,W1320,8837.03576120192,transfer,agent,A0108,validation
TXN024423,2024-02-02T10:12:00+00:00,18841,W0179,W0012,15404.627184981631,transfer,agent,A0078,train
TXN053186,2024-02-02T10:12:00+00:00,18842,W0083,W0605,1866.7088591465413,transfer,agent,A0083,train
TXN036698,2024-02-02T10:14:00+00:00,18843,W0155,W0127,1614.5680879283716,transfer,agent,A0004,train
TXN046296,2024-02-02T10:17:00+00:00,18844,W0565,W0710,3056.849071004925,transfer,agent,A0027,train
TXN082582,2024-02-02T10:19:00+00:00,18845,W1697,W1724,442.41314716210604,transfer,agent,A0138,final_test
TXN097191,2024-02-02T10:19:00+00:00,18846,W1837,W1875,1449.9021938212168,transfer,agent,A0157,independent
TXN064206,2024-02-02T10:19:00+00:00,18847,W1080,W0273,1836.700155538768,transfer,p2p,,train
TXN054008,2024-02-02T10:23:00+00:00,18848,W0408,W1118,985.8027336589736,transfer,agent,A0044,train
TXN042205,2024-02-02T10:24:00+00:00,18849,W0977,W0186,6550.807818403451,transfer,p2p,,train
TXN041658,2024-02-02T10:30:00+00:00,18850,W0479,W0010,1274.7904997289968,transfer,agent,A0075,train
TXN096378,2024-02-02T10:36:00+00:00,18851,W1894,W1855,1608.7625511249707,transfer,p2p,,independent
TXN062530,2024-02-02T10:41:00+00:00,18852,W0369,W0349,5206.431320995953,transfer,agent,A0023,train
TXN007735,2024-02-02T10:42:00+00:00,18853,W1238,W1314,1879.7735022111967,transfer,p2p,,validation
TXN004902,2024-02-02T10:42:00+00:00,18854,W1195,W0641,1169.5379213954031,transfer,agent,A0044,train
TXN047265,2024-02-02T10:42:00+00:00,18855,W0261,W0251,502.2596489238988,transfer,agent,A0063,train
TXN009696,2024-02-02T10:48:00+00:00,18856,W1618,W1749,51.863564099219694,transfer,agent,A0134,final_test
TXN092197,2024-02-02T10:51:00+00:00,18857,W1990,W1819,5264.272991905443,transfer,agent,A0151,independent
TXN085272,2024-02-02T10:51:00+00:00,18858,W1641,W1508,1267.4457940392806,transfer,agent,A0129,final_test
TXN089974,2024-02-02T10:56:00+00:00,18859,W1770,W1604,18315.292494635632,transfer,agent,A0131,final_test
TXN015268,2024-02-02T10:58:00+00:00,18860,W0647,W0559,5460.605259338489,transfer,p2p,,train
TXN036027,2024-02-02T11:04:00+00:00,18861,W0792,W0362,1218.4852086354376,transfer,agent,A0030,train
TXN017216,2024-02-02T11:11:00+00:00,18862,W0497,W0937,601.7181750891247,transfer,p2p,,train
TXN062094,2024-02-02T11:11:00+00:00,18863,W0442,W0580,1802.6153005155643,transfer,p2p,,train
TXN018084,2024-02-02T11:17:00+00:00,18864,W0660,W0190,132.53836982120487,transfer,agent,A0074,train
TXN090793,2024-02-02T11:18:00+00:00,18865,W1746,W1681,2751.6470977629356,transfer,agent,A0122,final_test
TXN026689,2024-02-02T11:20:00+00:00,18866,W0182,W0631,175.13526441072852,transfer,agent,A0040,train
TXN064449,2024-02-02T11:28:00+00:00,18867,W1188,W0576,2378.9024351627468,transfer,p2p,,train
TXN019504,2024-02-02T11:29:00+00:00,18868,W1103,W0298,683.1234188204554,transfer,p2p,,train
TXN062199,2024-02-02T11:32:00+00:00,18869,W0836,W0740,8629.757275440043,transfer,agent,A0017,train
TXN002896,2024-02-02T11:33:00+00:00,18870,W1094,W0456,362.8903937416143,transfer,agent,A0035,train
TXN074651,2024-02-02T11:35:00+00:00,18871,W1334,W1418,1935.4854159945264,transfer,agent,A0109,validation
TXN049769,2024-02-02T11:41:00+00:00,18872,W0278,W0662,3146.4023276096186,transfer,agent,A0071,train
TXN092443,2024-02-02T11:44:00+00:00,18873,W1839,W1952,389.9194665521721,transfer,agent,A0153,independent
TXN040090,2024-02-02T11:50:00+00:00,18874,W0208,W0971,977.2464644308118,transfer,agent,A0072,train
TXN032387,2024-02-02T11:53:00+00:00,18875,W1117,W0743,742.110947709069,transfer,agent,A0004,train
TXN078858,2024-02-02T11:55:00+00:00,18876,W1665,W1790,3545.231923073874,transfer,agent,A0137,final_test
TXN021806,2024-02-02T11:56:00+00:00,18877,W0394,W0972,18020.378597924628,transfer,agent,A0082,train
TXN026401,2024-02-02T12:05:00+00:00,18878,W0601,W0389,9925.273228245202,transfer,p2p,,train
TXN063938,2024-02-02T12:16:00+00:00,18879,W0762,W0008,14450.193368393426,transfer,agent,A0011,train
TXN053845,2024-02-02T12:17:00+00:00,18880,W0844,W0321,6541.361997572048,transfer,agent,A0064,train
TXN080577,2024-02-02T12:18:00+00:00,18881,W1671,W1674,1791.026381956592,transfer,agent,A0127,final_test
TXN055812,2024-02-02T12:19:00+00:00,18882,W0184,W0862,9143.778268656526,transfer,agent,A0066,train
TXN071710,2024-02-02T12:25:00+00:00,18883,W1496,W1494,244.70517731449067,transfer,agent,A0103,validation
TXN088932,2024-02-02T12:27:00+00:00,18884,W1748,W1593,1741.8574947623326,transfer,agent,A0133,final_test
TXN084892,2024-02-02T12:32:00+00:00,18885,W1654,W1690,12063.660659471767,transfer,agent,A0131,final_test
TXN027898,2024-02-02T12:32:00+00:00,18886,W0860,W0533,2932.9539519739105,transfer,p2p,,train
TXN025635,2024-02-02T12:33:00+00:00,18887,W0042,W0688,1327.6116854908405,transfer,p2p,,train
TXN088755,2024-02-02T12:36:00+00:00,18888,W1582,W1517,1498.2374594010378,transfer,agent,A0137,final_test
TXN042266,2024-02-02T12:38:00+00:00,18889,W0052,W0524,7908.9988361924015,transfer,p2p,,train
TXN064299,2024-02-02T12:38:00+00:00,18890,W0476,W0766,5864.799443822854,transfer,p2p,,train
TXN084913,2024-02-02T12:39:00+00:00,18891,W1674,W1550,9252.208770988182,transfer,agent,A0143,final_test
TXN074316,2024-02-02T12:40:00+00:00,18892,W1208,W1262,9134.073518906343,transfer,p2p,,validation
TXN092264,2024-02-02T12:42:00+00:00,18893,W1851,W1936,1454.7874855617026,transfer,agent,A0153,independent
TXN051845,2024-02-02T12:46:00+00:00,18894,W0176,W1097,19641.69209300091,transfer,p2p,,train
TXN061013,2024-02-02T12:47:00+00:00,18895,W0777,W0034,2599.3370275990396,transfer,agent,A0094,train
TXN012339,2024-02-02T12:53:00+00:00,18896,W0125,W0734,191.16943552164386,transfer,p2p,,train
TXN033766,2024-02-02T12:58:00+00:00,18897,W1086,W0497,375.79816964011707,transfer,agent,A0047,train
TXN003016,2024-02-02T13:00:00+00:00,18898,W0519,W1120,144.90765386243524,transfer,agent,A0084,train
TXN001699,2024-02-02T13:00:00+00:00,18899,W0058,W0705,1121.897505397951,transfer,agent,A0006,train
TXN052904,2024-02-02T13:00:00+00:00,18900,W0241,W0558,407.4141695264682,transfer,agent,A0056,train
TXN023715,2024-02-02T13:01:00+00:00,18901,W0335,W0050,8154.1762229977585,transfer,agent,A0018,train
TXN068695,2024-02-02T13:03:00+00:00,18902,W1406,W1492,944.2028085974212,transfer,agent,A0102,validation
TXN016735,2024-02-02T13:03:00+00:00,18903,W1196,W0430,1962.5860279394687,transfer,agent,A0013,train
TXN065285,2024-02-02T13:04:00+00:00,18904,W1413,W1209,3454.516651789229,transfer,agent,A0112,validation
TXN038844,2024-02-02T13:11:00+00:00,18905,W0653,W0125,240.83511802749805,transfer,p2p,,train
TXN007051,2024-02-02T13:16:00+00:00,18906,W0178,W0713,1363.626464699632,transfer,agent,A0080,train
TXN055912,2024-02-02T13:17:00+00:00,18907,W1094,W0381,1957.4693877062812,transfer,agent,A0072,train
TXN057190,2024-02-02T13:17:00+00:00,18908,W0458,W0942,8623.133930561176,transfer,agent,A0001,train
TXN023773,2024-02-02T13:18:00+00:00,18909,W1154,W1135,19888.893466804395,transfer,p2p,,train
TXN024247,2024-02-02T13:18:00+00:00,18910,W0201,W0938,196.81630102183428,transfer,p2p,,train
TXN034209,2024-02-02T13:18:00+00:00,18911,W0478,W1150,17504.474776522457,transfer,agent,A0053,train
TXN087195,2024-02-02T13:22:00+00:00,18912,W1533,W1534,126.71710258785423,transfer,p2p,,final_test
TXN054479,2024-02-02T13:26:00+00:00,18913,W0394,W1143,18210.444061179096,transfer,agent,A0023,train
TXN065289,2024-02-02T13:40:00+00:00,18914,W1219,W1275,375.8410012393595,transfer,p2p,,validation
TXN055654,2024-02-02T13:42:00+00:00,18915,W0017,W0625,536.5505336616782,transfer,p2p,,train
TXN021135,2024-02-02T13:46:00+00:00,18916,W1079,W0242,1134.3841712482422,transfer,agent,A0025,train
TXN074575,2024-02-02T13:46:00+00:00,18917,W1401,W1426,568.7065595020163,transfer,agent,A0109,validation
TXN017706,2024-02-02T13:47:00+00:00,18918,W0893,W1072,5230.1560167639345,transfer,agent,A0066,train
TXN012671,2024-02-02T13:48:00+00:00,18919,W0620,W0215,348.51941769736965,transfer,agent,A0090,train
TXN034061,2024-02-02T13:49:00+00:00,18920,W0092,W0739,473.8356511190542,transfer,p2p,,train
TXN008966,2024-02-02T13:54:00+00:00,18921,W1441,W1307,693.1007994882875,transfer,agent,A0114,validation
TXN024130,2024-02-02T13:59:00+00:00,18922,W1110,W1173,1818.045811883511,transfer,agent,A0055,train
TXN084296,2024-02-02T14:00:00+00:00,18923,W1553,W1718,9662.130575857398,transfer,agent,A0121,final_test
TXN030758,2024-02-02T14:00:00+00:00,18924,W0155,W0724,298.66664767833754,transfer,agent,A0018,train
TXN034981,2024-02-02T14:03:00+00:00,18925,W0434,W0597,2919.682970383014,transfer,agent,A0076,train
TXN019875,2024-02-02T14:04:00+00:00,18926,W1035,W0544,9376.0310556737,transfer,p2p,,train
TXN034958,2024-02-02T14:08:00+00:00,18927,W1169,W0019,7675.3282472608835,transfer,p2p,,train
TXN013354,2024-02-02T14:09:00+00:00,18928,W1073,W0853,2182.185902618963,transfer,agent,A0000,train
TXN063805,2024-02-02T14:16:00+00:00,18929,W0215,W0517,8587.311027595597,transfer,agent,A0089,train
TXN020619,2024-02-02T14:17:00+00:00,18930,W0523,W0686,274.3996797219,transfer,agent,A0035,train
TXN035225,2024-02-02T14:19:00+00:00,18931,W1161,W0714,17647.28598887983,transfer,p2p,,train
TXN052044,2024-02-02T14:23:00+00:00,18932,W0524,W1077,1596.8796657363778,transfer,agent,A0067,train
TXN024372,2024-02-02T14:24:00+00:00,18933,W0844,W1144,8985.51305672439,transfer,p2p,,train
TXN091906,2024-02-02T14:29:00+00:00,18934,W1859,W1824,15563.360399806363,transfer,agent,A0154,independent
TXN080519,2024-02-02T14:33:00+00:00,18935,W1581,W1686,493.1435606212919,transfer,agent,A0129,final_test
TXN078658,2024-02-02T14:35:00+00:00,18936,W1558,W1728,1683.096609679446,transfer,agent,A0127,final_test
TXN058920,2024-02-02T14:37:00+00:00,18937,W0084,W0191,1468.3928970207523,transfer,agent,A0036,train
TXN008958,2024-02-02T14:38:00+00:00,18938,W1277,W1348,495.7468398361477,transfer,agent,A0114,validation
TXN056617,2024-02-02T14:41:00+00:00,18939,W0410,W1109,54.65262435188809,transfer,agent,A0056,train
TXN046844,2024-02-02T14:43:00+00:00,18940,W0426,W0208,757.4921678305363,transfer,p2p,,train
TXN025603,2024-02-02T14:44:00+00:00,18941,W1161,W0983,17375.67772535911,transfer,agent,A0086,train
TXN019935,2024-02-02T14:46:00+00:00,18942,W0795,W0677,1256.6109542742897,transfer,agent,A0077,train
TXN064842,2024-02-02T14:47:00+00:00,18943,W1482,W1226,12221.451100516955,transfer,p2p,,validation
TXN022085,2024-02-02T14:48:00+00:00,18944,W1156,W0318,2811.313715948212,transfer,agent,A0051,train
TXN078295,2024-02-02T14:49:00+00:00,18945,W1767,W1647,2838.840296844943,transfer,agent,A0138,final_test
TXN023998,2024-02-02T14:59:00+00:00,18946,W1010,W0467,1059.986597664512,transfer,agent,A0026,train
TXN049436,2024-02-02T14:59:00+00:00,18947,W1128,W0800,411.7450327261782,transfer,agent,A0038,train
TXN061414,2024-02-02T15:00:00+00:00,18948,W0061,W0422,1809.8429770065509,transfer,p2p,,train
TXN005506,2024-02-02T15:04:00+00:00,18949,W0119,W0743,1888.546986074126,transfer,agent,A0039,train
TXN037649,2024-02-02T15:11:00+00:00,18950,W0894,W0302,941.358224793897,transfer,agent,A0015,train
TXN086082,2024-02-02T15:15:00+00:00,18951,W1640,W1794,72.58204591876152,transfer,agent,A0139,final_test
TXN087711,2024-02-02T15:17:00+00:00,18952,W1677,W1640,15051.071642245137,transfer,agent,A0134,final_test
TXN031238,2024-02-02T15:19:00+00:00,18953,W1041,W0172,15.456285454580298,transfer,agent,A0078,train
TXN008488,2024-02-02T15:20:00+00:00,18954,W1244,W1293,1387.3863797317033,transfer,agent,A0117,validation
TXN084231,2024-02-02T15:21:00+00:00,18955,W1615,W1578,71.60957626484252,transfer,agent,A0120,final_test
TXN043748,2024-02-02T15:22:00+00:00,18956,W0039,W0499,451.48672949687403,transfer,agent,A0092,train
TXN013043,2024-02-02T15:23:00+00:00,18957,W0348,W0140,15473.895763764354,transfer,agent,A0024,train
TXN054164,2024-02-02T15:23:00+00:00,18958,W0356,W0407,290.77919453004955,transfer,agent,A0015,train
TXN005555,2024-02-02T15:27:00+00:00,18959,W0484,W0873,335.0849795353545,transfer,agent,A0057,train
TXN070031,2024-02-02T15:27:00+00:00,18960,W1392,W1298,606.481274269135,transfer,agent,A0109,validation
TXN060168,2024-02-02T15:28:00+00:00,18961,W1157,W1176,17820.350735803164,transfer,agent,A0000,train
TXN060176,2024-02-02T15:30:00+00:00,18962,W0419,W0621,1002.9680780410497,transfer,p2p,,train
TXN017287,2024-02-02T15:31:00+00:00,18963,W0301,W0254,1756.734380744812,transfer,p2p,,train
TXN084550,2024-02-02T15:31:00+00:00,18964,W1530,W1680,1827.3184287574804,transfer,agent,A0129,final_test
TXN025940,2024-02-02T15:32:00+00:00,18965,W0122,W0802,6035.942093780457,transfer,p2p,,train
TXN069389,2024-02-02T15:33:00+00:00,18966,W1403,W1283,1437.7958125272962,transfer,p2p,,validation
TXN090482,2024-02-02T15:34:00+00:00,18967,W1506,W1613,3619.4257482852527,transfer,agent,A0136,final_test
TXN055194,2024-02-02T15:36:00+00:00,18968,W0176,W0998,5513.859012896375,transfer,agent,A0032,train
TXN054927,2024-02-02T15:39:00+00:00,18969,W0794,W0345,1304.1041875938051,transfer,p2p,,train
TXN027729,2024-02-02T15:41:00+00:00,18970,W0722,W1124,184.71466949927432,transfer,agent,A0013,train
TXN061661,2024-02-02T15:42:00+00:00,18971,W0677,W0061,7376.151984467704,transfer,p2p,,train
TXN099296,2024-02-02T15:43:00+00:00,18972,W1887,W1914,716.9015748859935,transfer,agent,A0152,independent
TXN013455,2024-02-02T15:44:00+00:00,18973,W0188,W0354,1475.0822849175595,transfer,agent,A0001,train
TXN080334,2024-02-02T15:46:00+00:00,18974,W1690,W1793,1954.0195495990229,transfer,agent,A0139,final_test
TXN069062,2024-02-02T15:46:00+00:00,18975,W1348,W1399,324.75759566975705,transfer,agent,A0103,validation
TXN099931,2024-02-02T15:48:00+00:00,18976,W1958,W1895,491.17001914152667,transfer,p2p,,independent
TXN031842,2024-02-02T15:48:00+00:00,18977,W1028,W1010,1748.8115939321378,transfer,agent,A0028,train
TXN043671,2024-02-02T15:50:00+00:00,18978,W0143,W0462,9947.10355806908,transfer,agent,A0088,train
TXN045351,2024-02-02T15:53:00+00:00,18979,W0684,W0953,396.9803838724667,transfer,agent,A0055,train
TXN068412,2024-02-02T15:56:00+00:00,18980,W1412,W1499,8859.18368057301,transfer,agent,A0117,validation
TXN072233,2024-02-02T15:57:00+00:00,18981,W1387,W1402,1381.1469340999004,transfer,p2p,,validation
TXN001382,2024-02-02T16:00:00+00:00,18982,W0598,W1014,2145.2400396178214,transfer,p2p,,train
TXN040267,2024-02-02T16:03:00+00:00,18983,W0535,W0947,84.60381902008407,transfer,agent,A0062,train
TXN043777,2024-02-02T16:06:00+00:00,18984,W1024,W0380,8955.733551847929,transfer,agent,A0036,train
TXN084494,2024-02-02T16:15:00+00:00,18985,W1529,W1711,1876.6576733176232,transfer,agent,A0139,final_test
TXN085246,2024-02-02T16:15:00+00:00,18986,W1681,W1526,2183.203838429272,transfer,agent,A0132,final_test
TXN073436,2024-02-02T16:16:00+00:00,18987,W1451,W1463,175.96222420325958,transfer,agent,A0115,validation
TXN042944,2024-02-02T16:21:00+00:00,18988,W0884,W0865,5470.683598447833,transfer,agent,A0059,train
TXN014699,2024-02-02T16:24:00+00:00,18989,W0932,W1178,1252.1427087788663,transfer,agent,A0006,train
TXN051150,2024-02-02T16:26:00+00:00,18990,W0748,W0079,391.2070446798871,transfer,agent,A0054,train
TXN013425,2024-02-02T16:31:00+00:00,18991,W0744,W0788,11628.17924933779,transfer,agent,A0033,train
TXN050450,2024-02-02T16:34:00+00:00,18992,W1029,W0675,2841.2411761072985,transfer,p2p,,train
TXN056639,2024-02-02T16:36:00+00:00,18993,W0030,W1161,17416.650530708554,transfer,agent,A0048,train
TXN087371,2024-02-02T16:42:00+00:00,18994,W1514,W1550,322.3483449812187,transfer,p2p,,final_test
TXN045223,2024-02-02T16:43:00+00:00,18995,W0581,W0835,1762.1053010748385,transfer,p2p,,train
TXN044496,2024-02-02T16:45:00+00:00,18996,W0386,W0256,9660.168442167753,transfer,agent,A0061,train
TXN085365,2024-02-02T16:47:00+00:00,18997,W1727,W1562,11493.524189296668,transfer,agent,A0125,final_test
